"name","ra","dec","trigger_time","t90","t90_error","t90_start","trigger_name"
"GRB200809255","32.19","21.66","59070.255117643"," 106.498"," 9.527"," -10.240","bn200809255"
"GRB200809654","15.8295","-73.8456","59070.653786225","  17.408"," 8.838","   0.000","bn200809654"
"GRB200811632","120.19","-4.8","59072.63243847","  40.193"," 0.724","   3.328","bn200811632"
"GRB200816486","305.33","-25.77","59077.485781568","  31.488"," 1.639","  -3.584","bn200816486"
"GRB200817393","194.48","51.77","59078.392595186","  30.464"," 2.919"," -22.272","bn200817393"
"GRB200818998","207.61","22.12","59079.998128904","   4.096"," 1.864","  -4.352","bn200818998"
"GRB200824594","117.68","10.47","59085.594199283","   3.584"," 4.104","  -2.304","bn200824594"
"GRB200826187","4.67","35.29","59087.187414012","   1.136"," 0.132","   0.032","bn200826187"
"GRB200826923","151.28","51.65","59087.923411124","   7.424"," 0.362","   2.304","bn200826923"
"GRB200829582","251.21","72.3273","59090.582114125","   6.912"," 0.362","  16.896","bn200829582"
"GRB200830413","344.82","56.49","59091.412714003","  15.104"," 1.619","  -7.936","bn200830413"
"GRB200901158","61.758","-59.88","59093.157958566","  10.176"," 2.580","  -0.128","bn200901158"
"GRB200903031","164.311","50.501","59095.030778359","  26.881"," 4.375","  -5.376","bn200903031"
"GRB200903113","53.86","-13.04","59095.112973054","  80.897"," 4.720"," -22.784","bn200903113"
"GRB200903902","9.75","-2.86","59095.902066853","   7.168"," 4.891","  -1.792","bn200903902"
"GRB200904085","15.81","-16.04","59096.085362065","  37.632","10.085"," -13.312","bn200904085"
"GRB200906550","272.273","67.8791","59098.549923348","  67.329"," 1.950"," -49.153","bn200906550"
"GRB200907957","34.5","-78.38","59099.956575128"," 140.803"," 1.056","   2.560","bn200907957"
"GRB200908886","169.53","-66.97","59100.885896178","   6.144"," 2.187","  -1.280","bn200908886"
"GRB200909168","338.86","-16.26","59101.167620223","  28.097"," 1.448","  -3.456","bn200909168"
"GRB200914534","256.36","-37.59","59106.533680954","  65.281"," 2.064","   1.568","bn200914534"
"GRB200915144","354.66","34.95","59107.143926471","   1.536"," 1.409","  -0.320","bn200915144"
"GRB200915846","188.89","43.3","59107.845547938","   0.960"," 0.320","  -0.064","bn200915846"
"GRB200916812","41.45","-4.66","59108.811573575"," 108.800"," 0.572","-108.8","bn200916812"
"GRB200919569","55.55","35.64","59111.568646569","   2.560"," 0.516","  -0.832","bn200919569"
"GRB200919964","273.42","-23.23","59111.964150983","  48.129"," 0.572","   3.840","bn200919964"
"GRB200920651","211.12","-24.34","59112.650545849","   1.472"," 1.864","  -1.536","bn200920651"
"GRB200920831","158.01","7.12","59112.831245025","   0.384"," 0.968","  -0.064","bn200920831"
"GRB200922718","182.02","-1.96","59114.717981685","   0.320"," 0.091","  -0.064","bn200922718"
"GRB200922753","136.25","27.98","59114.75305833","  48.896"," 6.607","  -4.096","bn200922753"
"GRB200923748","126.3","-54.25","59115.748421441","   0.640"," 0.320","  -0.320","bn200923748"
"GRB200924235","319.44","6.48","59116.235064117","  58.113"," 4.128","  -9.728","bn200924235"
"GRB200924284","21.06","53.54","59116.283972257","   7.168"," 1.950","  -1.024","bn200924284"
"GRB200924386","317.3","-56.4","59116.385657689","   2.816"," 1.379","  -0.256","bn200924386"
"GRB200925610","94.85","32.04","59117.609753007","  50.176"," 5.177","  -1.536","bn200925610"
"GRB200928290","58.88","-14.43","59120.290266208","   0.128"," 0.516","  -0.128","bn200928290"
"GRB200928552","74.5","-11.59","59120.551842016","  14.848"," 1.379","  -0.256","bn200928552"
"GRB200929204","217.45","-34.27","59121.203614197","   2.048"," 1.086","  -1.024","bn200929204"
"GRB201001416","110.081","-2.211","59123.415977843","  29.184","17.694","  -7.424","bn201001416"
"GRB201004094","254.09","1.07","59126.094457039","  28.416"," 1.379","  -0.256","bn201004094"
"GRB201004365","30.12","61.19","59126.365250164","  36.353"," 6.955","  -1.024","bn201004365"
"GRB201006054","61.8932","65.165","59128.054077201","   4.288"," 3.206","  -0.192","bn201006054"
"GRB201007123","296.95","2.56","59129.122663977"," 195.332"," 1.493","  -1.024","bn201007123"
"GRB201008443","161.859","46.1019","59130.442785943","   2.048"," 0.572","   0.000","bn201008443"
"GRB201008754","90.79","39.32","59130.754177503","  55.041"," 7.282","  -0.512","bn201008754"
"GRB201011629","281.05","-5.72","59133.629452066"," 126.210"," 1.493","  -1.792","bn201011629"
"GRB201011837","290.72","-11.45","59133.83652976","  56.576"," 1.717","  -0.768","bn201011837"
"GRB201012233","303.67","-33.46","59134.233084518","  64.001"," 1.639","   0.768","bn201012233"
"GRB201016019","174.3","-1.96","59138.019323989","   2.944"," 0.091","   6.304","bn201016019"
"GRB201016136","7.98","-31.82","59138.136355822"," 165.123"," 9.148","-126.722","bn201016136"
"GRB201017407","36.6186","66.6787","59139.407322103","   8.960"," 3.435","  -4.096","bn201017407"
"GRB201019069","223.8","-24.97","59141.069475023","  16.896"," 1.305","   0.256","bn201019069"
"GRB201019484","163.42","14.62","59141.483591155","  13.568"," 2.187","  -1.536","bn201019484"
"GRB201020241","261.228","31.4288","59142.241495119","  21.504"," 3.114"," -14.848","bn201020241"
"GRB201020732","71.55","76.55","59142.731878811","  15.872"," 0.362","   2.304","bn201020732"
"GRB201021111","174.42","-1.96","59143.111058039","  20.480"," 2.290","   1.280","bn201021111"
"GRB201021852","12.55","-55.39","59143.852337073","  35.328"," 2.202","  -5.888","bn201021852"
"GRB201026943","196.741","83.7849","59148.942743697"," 281.349"," 3.840"," -39.425","bn201026943"
"GRB201029847","229.583","44.4598","59151.847125124"," 105.474","19.262","  -1.024","bn201029847"
"GRB201031744","44.15","54.88","59153.744033982","  34.048"," 3.665"," -14.848","bn201031744"
"GRB201103259","248.85","70.98","59156.259141305","   0.192"," 0.091","  -0.064","bn201103259"
"GRB201104001","81.4","-71.1","59157.000656829","  52.480"," 7.428","   0.000","bn201104001"
"GRB201104622","225.75","39.42","59157.622466019","   0.960"," 0.547","  -0.896","bn201104622"
"GRB201104808","240.32","-36.73","59157.807930622","  40.448"," 4.048","  -3.584","bn201104808"
"GRB201105215","234.73","-3.68","59158.214956396","   4.608"," 2.996","  -2.048","bn201105215"
"GRB201105230","244.5","16.04","59158.229950918","  17.152"," 0.466","   1.600","bn201105230"
"GRB201105482","314.98","34.5","59158.482284421","   0.960"," 1.056","  -0.832","bn201105482"
"GRB201108645","289.01","35.91","59161.644713742","  68.864"," 2.111","  -0.768","bn201108645"
"GRB201109105","136.09","-5.13","59162.104928161","   0.448"," 0.264","  -0.064","bn201109105"
"GRB201111323","80.55","-16.62","59164.323448892","   3.584"," 3.221","  -0.768","bn201111323"
"GRB201116035","149.48","-4.2","59169.034579769","   6.784"," 0.202","   1.280","bn201116035"
"GRB201120402","277.72","19.48","59173.401973994","   8.192"," 1.604","  -3.776","bn201120402"
"GRB201120442","78.16","-57.7","59173.44154019","   3.136"," 0.916","  -0.640","bn201120442"
"GRB201121062","210.83","-27.93","59174.06237276","  59.649"," 6.149","   0.768","bn201121062"
"GRB201121130","234.94","-38.88","59174.130388273","  15.360"," 2.187","  -0.768","bn201121130"
"GRB201127147","143.68","42.73","59180.14704577","   7.424"," 3.238","  -1.536","bn201127147"
"GRB201128746","339.354","-49.246","59181.745967712","  11.264"," 4.382","  -2.048","bn201128746"
"GRB201130230","165.93","29.63","59183.229740183","   1.280"," 0.781","  -0.256","bn201130230"
"GRB201201120","307.52","20.82","59184.119617021","  44.288"," 8.708"," -39.680","bn201201120"
"GRB201207977","124.14","-50.49","59190.97703388","  17.408"," 1.810","  -0.512","bn201207977"
"GRB201208252","158.3","-28.8","59191.25235241","  44.801"," 5.971"," -11.520","bn201208252"
"GRB201213746","239.84","-28.55","59196.745899902","  46.336"," 5.655"," -25.088","bn201213746"
"GRB201214672","187.971","9.1031","59197.672067325","   0.448"," 0.181","  -0.448","bn201214672"
"GRB201215266","211.83","42.42","59198.266305999","  13.056"," 5.910","  -1.280","bn201215266"
"GRB201216792","201.487","36.3116","59199.792028231","  77.312"," 5.184","  -4.096","bn201216792"
"GRB201216963","16.3711","16.5166","59199.963492518","  29.953"," 0.572","   5.376","bn201216963"
"GRB201217108","273.28","-65.13","59200.107679525","  37.121"," 2.673","  -2.560","bn201217108"
"GRB201218177","286.88","24.18","59201.176572907","  14.336"," 0.362","   1.280","bn201218177"
"GRB201218798","82.22","26.41","59201.798077806","  75.265"," 1.145","  -3.072","bn201218798"
"GRB201221591","110.61","32.04","59204.591470074","   0.032"," 0.369","  -0.016","bn201221591"
"GRB201221963","171.059","42.1432","59204.9628973","   0.144"," 0.066","  -0.032","bn201221963"
"GRB201221978","158.07","-39.92","59204.978329089","   7.168"," 2.673","  -0.512","bn201221978"
"GRB201222461","95.67","27.89","59205.460713963","   7.872"," 3.328","  -3.456","bn201222461"
"GRB201223173","182.12","20.44","59206.1734538","  25.600"," 6.192"," -16.896","bn201223173"
"GRB201223749","132.786","71.1793","59206.748908502","  33.281","25.601"," -18.945","bn201223749"
"GRB201226553","173.08","-5.97","59209.553085653","  70.914"," 3.806","  -1.024","bn201226553"
"GRB201227635","170.121","-73.613","59210.634808039","   0.112"," 0.116","  -0.016","bn201227635"
"GRB201228102","303.39","32.31","59211.102439026","  25.344"," 7.973","  -3.584","bn201228102"
"GRB201228640","35.594","56.015","59211.640115421","  30.977"," 9.220","  -0.256","bn201228640"
"GRB201229639","340.36","-52.04","59212.639035944","  77.826"," 1.145","   0.768","bn201229639"
"GRB201231447","82.34","31.33","59214.447450779","   9.984"," 4.222","  -3.584","bn201231447"
"GRB201231550","241.27","-5.48","59214.55048183","  21.184"," 0.860","  -0.128","bn201231550"
"GRB201231622","124.62","39.06","59214.622025487","   0.256"," 0.500","  -0.064","bn201231622"
"GRB210101620","136.7","50.1","59215.620218284","  23.297"," 3.916","  -0.512","bn210101620"
"GRB210101861","10.3","-6.91","59215.860689965","  19.456"," 1.864","  -0.512","bn210101861"
"GRB210102861","235.737","-37.222","59216.860583318","  83.970"," 1.717"," -64.001","bn210102861"
"GRB210104477","103.771","64.6743","59218.477081778","  31.745"," 0.572","   0.512","bn210104477"
"GRB210105669","70.99","-36.83","59219.668818522","   5.120"," 1.717","  -3.328","bn210105669"
"GRB210108424","308.08","-24.08","59222.423732228","   7.168"," 2.862","  -1.024","bn210108424"
"GRB210113379","276.64","-47.51","59227.379028145","  38.400"," 2.202","  -3.328","bn210113379"
"GRB210117458","226.12","-26.03","59231.457546662","  12.544"," 1.639","   0.320","bn210117458"
"GRB210119121","282.804","-61.801","59233.120946988","   0.048"," 0.058","  -0.016","bn210119121"
"GRB210120299","163.178","15.399","59234.299128522","  22.205"," 1.864","   0.004","bn210120299"
"GRB210123305","345.12","-56.93","59237.30489661","  13.056"," 0.923","   0.512","bn210123305"
"GRB210125369","81.06","51.23","59239.369449068","  68.864"," 5.615"," -18.176","bn210125369"
"GRB210126417","70.68","-67.94","59240.416734834","  61.441"," 6.734","  -1.536","bn210126417"
"GRB210127268","54.93","32.52","59241.268252546","  33.280","11.302"," -17.152","bn210127268"
"GRB210201567","144.98","-50.67","59246.566927","  39.680"," 4.375"," -26.368","bn210201567"
"GRB210202841","232.23","-40.4","59247.840640039","  17.664"," 0.572","   0.768","bn210202841"
"GRB210204270","116.12","12.7","59249.270435833"," 206.852"," 2.290","  35.841","bn210204270"
"GRB210204777","272.49","-54.81","59249.777078357","  32.000"," 5.030"," -11.008","bn210204777"
"GRB210207603","137.97","4.73","59252.602766017","  11.008"," 0.923","  -0.768","bn210207603"
"GRB210210713","205.19","17.32","59255.713283072","  64.513"," 1.305","  -4.864","bn210210713"
"GRB210211363","269.437","-46.266","59256.3634104","  28.673"," 6.607","  -2.304","bn210211363"
"GRB210213741","122.54","22.25","59258.741136168","  15.360"," 2.862","  -1.536","bn210213741"
"GRB210225218","333.44","28.41","59270.217774564","  87.808"," 1.846"," -76.544","bn210225218"
"GRB210226197","124.114","57.5839","59271.197182438","  18.880"," 1.145","  -0.896","bn210226197"
"GRB210227115","115.76","61.11","59272.114709349","  17.920"," 1.305","  -0.256","bn210227115"
"GRB210228058","283.48","-43.13","59273.057569074","   3.776"," 1.118","   0.000","bn210228058"
"GRB210228277","91.62","-41.29","59273.276748031","  42.753"," 1.379"," -11.008","bn210228277"
"GRB210303425","44.53","-3.78","59276.424749517","  13.056"," 1.639","  -1.792","bn210303425"
"GRB210305794","319.814","34.577","59278.793743011","  61.697"," 2.202","  -7.168","bn210305794"
"GRB210306162","129.958","60.2054","59279.162466527","   9.536"," 0.143","   0.128","bn210306162"
"GRB210306397","331.848","10.175","59279.397389093","  15.104"," 4.536","  -2.304","bn210306397"
"GRB210308276","67.0764","37.4353","59281.276353142","   5.437"," 0.602","   0.003","bn210308276"
"GRB210308838","350.48","-53.55","59281.837501653","   0.384"," 0.707","  -0.064","bn210308838"
"GRB210309999","143.31","-5.87","59282.998554734","   0.512"," 0.231","  -0.384","bn210309999"
"GRB210312169","68.21","-16.26","59285.169501095","  65.281","12.71"," -35.585","bn210312169"
"GRB210315716","98.77","-54.76","59288.71587505","   5.632"," 0.724","  -1.024","bn210315716"
"GRB210317381","154.22","-64.94","59290.380891726","  46.337"," 1.864","   1.280","bn210317381"
"GRB210318131","264.227","-35.819","59291.131093801","  24.320"," 5.081","  -6.144","bn210318131"
"GRB210323502","259.687","15.6339","59296.502466358","  13.568"," 2.202","  -4.352","bn210323502"
"GRB210323918","317.946","25.3699","59296.918268478","   0.960"," 0.781","  -0.064","bn210323918"
"GRB210324468","148.53","37.18","59297.468382089","  31.745"," 1.379","   0.512","bn210324468"
"GRB210324809","173.52","6.55","59297.809102848","   4.864"," 0.923","  -0.256","bn210324809"
"GRB210324833","37.57","-45.99","59297.833313908","  67.073"," 4.167","   5.632","bn210324833"
"GRB210326057","58.01","15.06","59299.05723294","   0.576"," 0.345","  -0.128","bn210326057"
"GRB210328865","207.87","-8.56","59301.864779748","  54.785"," 3.727","  -0.512","bn210328865"
"GRB210401970","263.07","-31.58","59305.970185523"," 301.061"," 4.404","   2.816","bn210401970"
"GRB210402920","198.259","44.5129","59306.919640955","  76.032"," 0.923"," -59.648","bn210402920"
"GRB210404141","175.55","2.34","59308.14123146","   1.344"," 0.746","  -0.128","bn210404141"
"GRB210405351","25.97","17.41","59309.350683055","  14.848"," 3.328","  -8.704","bn210405351"
"GRB210406716","132.459","76.5322","59310.716325985","  21.760"," 3.566","  -0.256","bn210406716"
"GRB210406949","6.58","19.58","59310.948671616","  19.712"," 0.572","   1.024","bn210406949"
"GRB210410037","269.754","45.3634","59314.036996751","  48.128"," 2.828","   0.000","bn210410037"
"GRB210411146","259.39","-27.41","59315.146486518","  42.497"," 0.810","   4.096","bn210411146"
"GRB210411564","115.68","-74.84","59315.564405471","  47.873"," 6.607"," -13.568","bn210411564"
"GRB210411688","358.55","24.27","59315.68832033","  60.673"," 2.996"," -39.937","bn210411688"
"GRB210413991","186.07","49.6","59317.990884847","   2.048"," 0.951","  -1.152","bn210413991"
"GRB210415284","130.32","-37.94","59319.283565916","  16.896"," 6.562"," -10.496","bn210415284"
"GRB210417957","157.46","2.32","59321.956794466","   0.832"," 0.466","  -0.384","bn210417957"
"GRB210419882","307.1","-0.12","59323.882273782","  37.377"," 3.083","  -1.024","bn210419882"
"GRB210420215","253.39","12.25","59324.214921345","  29.440"," 2.560","  -3.840","bn210420215"
"GRB210421455","270.817","56.828","59325.454685326","  11.008"," 2.673","  -1.536","bn210421455"
"GRB210422573","116.63","24.71","59326.572687146","  11.008"," 1.145","  -0.256","bn210422573"
"GRB210424694","186.36","37.78","59328.69445577","   5.888"," 2.589","  -2.240","bn210424694"
"GRB210424778","8.98","13.72","59328.777910266","  43.776"," 7.701","  -2.816","bn210424778"
"GRB210427206","177.32","-53.36","59331.206400369","  18.688"," 1.145","  -0.768","bn210427206"
"GRB210429658","244.07","22.9","59333.657909906","  12.288"," 2.673","  -4.096","bn210429658"
"GRB210430904","348.21","8.34","59334.904371125","  37.120"," 1.810","  -1.536","bn210430904"
"GRB210501205","357.84","-71.3","59335.204864486","   8.192"," 2.521","  -2.560","bn210501205"
"GRB210501940","220.66","56.4","59335.939608277","   0.832"," 0.202","  -0.448","bn210501940"
"GRB210502295","354.7","-26.69","59336.295345896","   4.992"," 0.730","  -0.064","bn210502295"
"GRB210503815","328.93","66.03","59337.815387284","  32.768"," 4.471"," -17.408","bn210503815"
"GRB210504959","65.06","49.06","59338.958879294","  13.568"," 5.910","  -4.096","bn210504959"
"GRB210507778","285.86","-7.49","59341.778218073","   2.816"," 1.557","  -0.256","bn210507778"
"GRB210510806","192.33","44.86","59344.805565166","   1.344"," 0.792","  -0.192","bn210510806"
"GRB210511458","249.34","68.98","59345.457608222","  17.920"," 1.086","  -3.328","bn210511458"
"GRB210511477","316.18","61.69","59345.476843291","   5.888"," 0.724","   0.512","bn210511477"
"GRB210512789","137.93","14.16","59346.78892729","   0.832"," 0.730","  -0.192","bn210512789"
"GRB210515546","117.09","77.33","59349.546362293","   1.600"," 0.730","  -1.472","bn210515546"
"GRB210515623","315.17","45.71","59349.622756714","  16.384"," 1.717","  -1.536","bn210515623"
"GRB210516982","22.11","74.91","59350.982482606","   2.688"," 0.771","  -0.832","bn210516982"
"GRB210518033","4.69","-1.6","59352.032576804","  15.104"," 4.558","  -3.840","bn210518033"
"GRB210518545","270","49.61","59352.544556018","   6.461"," 0.768","   0.003","bn210518545"
"GRB210518889","192.85","36.92","59352.889096235","   0.896"," 0.590","  -0.192","bn210518889"
"GRB210519277","187.87","-40.23","59353.277012211","  25.024"," 2.290"," -13.184","bn210519277"
"GRB210520797","123","-69.4","59354.796561805","  56.065"," 3.083","   0.256","bn210520797"
"GRB210524208","337.32","-47.05","59358.208322821","  20.992"," 0.724","  -0.512","bn210524208"
"GRB210524473","148.46","7.79","59358.472623681","  31.168"," 1.722","  -1.920","bn210524473"
"GRB210528586","134.06","-16.28","59362.585950956","   1.024"," 0.091","   0.000","bn210528586"
"GRB210529677","15.84","-15.67","59363.677369447","   2.368"," 0.781","  -1.344","bn210529677"
"GRB210529996","230.01","36.34","59363.995568259","  12.288"," 1.639","  -1.280","bn210529996"
"GRB210531500","135.79","3.52","59365.5000191","  20.480"," 0.572","   1.280","bn210531500"
"GRB210601724","275.16","11.25","59366.72376779","   0.960"," 0.640","  -0.768","bn210601724"
"GRB210602865","210.93","-26.94","59367.865304851","  14.592"," 1.950","  -0.768","bn210602865"
"GRB210603907","145.88","-62.12","59368.907272942","   7.936"," 1.717","  -3.328","bn210603907"
"GRB210605215","21.67","-41.51","59370.21456469","   0.448"," 0.779","  -0.064","bn210605215"
"GRB210605622","15.7454","-6.429","59370.62219995"," 110.338"," 1.086","   1.024","bn210605622"
"GRB210606164","170.904","0.718","59371.16391346","  11.008"," 5.184","  -8.704","bn210606164"
"GRB210606945","87.48","-18.41","59371.944737508"," 243.717"," 2.573","  42.497","bn210606945"
"GRB210610628","204.282","14.4652","59375.627578116","   8.192"," 2.064","  -3.328","bn210610628"
"GRB210610827","243.918","14.3977","59375.827141829","  55.041"," 0.724","  19.712","bn210610827"
"GRB210615892","115.1","14.45","59380.891568344","   6.400"," 1.379","  -0.256","bn210615892"
"GRB210615982","342.92","62.16","59380.981870411","   1.856"," 0.405","  -1.472","bn210615982"
"GRB210618072","235.82","46.043","59383.071946068","   3.584"," 0.960","  -1.408","bn210618072"
"GRB210619532","73.88","12.49","59384.531756131","   1.280"," 0.202","  -0.064","bn210619532"
"GRB210619999","319.713","33.86","59384.9996019","  54.785"," 0.572","   0.576","bn210619999"
"GRB210620204","291.11","47.6","59385.204331993","  53.760"," 3.167","  -0.512","bn210620204"
"GRB210620666","114.77","19.2","59385.666314818","  98.306"," 1.280"," -28.673","bn210620666"
"GRB210621447","248.31","-61.07","59386.447265623","  15.616"," 3.874","  -0.512","bn210621447"
"GRB210622064","233.117","-26.213","59387.064304861","  40.704"," 1.379","   0.256","bn210622064"
"GRB210622440","126.54","-13.13","59387.439603702","  16.128"," 2.415","  -1.792","bn210622440"
"GRB210624041","119.32","87.11","59389.040546849","   0.304"," 0.333","  -0.032","bn210624041"
"GRB210625891","247.5","-41.01","59390.891216896","   4.096"," 0.724","  -0.768","bn210625891"
"GRB210626345","221.524","-1.1562","59391.344629539","  34.048"," 1.950","  -3.328","bn210626345"
"GRB210626991","354.13","9.6","59391.990565691","  46.337"," 1.280","   0.768","bn210626991"
"GRB210627312","148.33","44.46","59392.311987004","  12.800"," 4.048","  -4.096","bn210627312"
"GRB210627748","234.84","-5.97","59392.748156741","  15.680"," 1.032","   0.960","bn210627748"
"GRB210701834","313.62","-15.4","59396.834142353","  68.864"," 5.101","  -1.024","bn210701834"
"GRB210704684","203.44","-41.87","59399.684246373","  43.521"," 1.056","   1.792","bn210704684"
"GRB210704815","159.022","57.2164","59399.814867911","   4.672"," 0.181","   0.320","bn210704815"
"GRB210706346","312.012","13.3079","59401.345715928","   7.232"," 0.810","  -0.256","bn210706346"
"GRB210706571","113.95","-49.14","59401.570532412","   3.840"," 0.286","  -0.064","bn210706571"
"GRB210709201","295.28","-44.22","59404.200744305","  30.977"," 1.280"," -19.200","bn210709201"
"GRB210711432","342.69","9.29","59406.43187702","   1.600"," 1.139","  -0.704","bn210711432"
"GRB210712405","97.3318","-35.3717","59407.404988213","   7.168"," 1.810","  -0.512","bn210712405"
"GRB210714331","313.67","-51.59","59409.33094039","  42.369"," 3.139","   1.024","bn210714331"
"GRB210715866","322.3","6.6","59410.86563203","   0.384"," 0.543","  -0.064","bn210715866"
"GRB210716485","176.83","1.18","59411.484880543","   5.184"," 0.951","  -4.480","bn210716485"
"GRB210719164","202.28","-3.34","59414.163738769","  40.704"," 1.950","  -2.816","bn210719164"
"GRB210721978","31.5333","-75.2167","59416.978156014","   9.984"," 2.721","  -6.336","bn210721978"
"GRB210722871","27.028","-6.345","59417.871306418","  61.953","11.337","  -0.512","bn210722871"
"GRB210723615","121.721","-32.8851","59418.615362208","  42.753"," 2.862","   0.512","bn210723615"
"GRB210724105","280.65","25.06","59419.105248486","  13.568"," 6.420","  -0.768","bn210724105"
"GRB210725048","339.03","14.92","59420.047562469","   6.976"," 0.689","   0.064","bn210725048"
"GRB210725158","215.363","-1.144","59420.157679872","  47.104","21.773","   0.512","bn210725158"
"GRB210726106","173.72","-18.32","59421.106213004","  47.872"," 7.718","  -0.256","bn210726106"
"GRB210727410","189.231","-59.926","59422.410263139","   1.088"," 0.231","   0.064","bn210727410"
"GRB210730207","149.591","69.6923","59425.206586037","   4.160"," 0.466","   0.064","bn210730207"
"GRB210731092","35.15","22.29","59426.092169873","  72.450"," 0.810","   4.096","bn210731092"
"GRB210731367","145.19","27.08","59426.366870711","  28.929"," 3.114","  -0.512","bn210731367"
"GRB210731931","300.304","-28.0595","59426.931333366","  25.857"," 5.278","   1.792","bn210731931"
"GRB210801581","252.73","-45.8","59427.581465221","  13.824"," 1.305","  -0.256","bn210801581"
"GRB210801649","335.14","-8.23","59427.649130322","   5.376"," 1.639","  -1.280","bn210801649"
"GRB210802839","229.92","30.3","59428.838964022","  10.240"," 0.810","   0.320","bn210802839"
"GRB210803497","218.69","-21.38","59429.497041707","   9.216"," 0.528","   0.192","bn210803497"
"GRB210805002","198.32","-54.48","59431.001534175","   0.832"," 0.773","  -0.576","bn210805002"
"GRB210807525","256.22","-32.18","59433.525495882","   8.704"," 0.810","  -0.768","bn210807525"
"GRB210807687","277.39","-20.46","59433.687031665","   7.680"," 1.864","  -1.280","bn210807687"
"GRB210807955","143.551","-51.409","59433.955142446"," 125.442"," 4.238","   2.560","bn210807955"
"GRB210812011","183.66","2.37","59438.011015437","  37.633"," 1.810","  -3.840","bn210812011"
"GRB210812699","39.7","69.59","59438.699317294","  39.873"," 3.641","  -0.384","bn210812699"
"GRB210813038","14.96","8.1","59439.037774009","  82.433"," 1.448","   3.840","bn210813038"
"GRB210815100","351.76","-30.16","59441.099880034","   7.168"," 1.305","   0.000","bn210815100"
"GRB210820004","276.99","66.95","59446.003634355","  13.760"," 5.253","  -6.272","bn210820004"
"GRB210821291","5.27","-15.96","59447.29056106","  51.712"," 3.566","  -3.328","bn210821291"
"GRB210821320","49.34","-6.87","59447.319775402","   7.168"," 1.056","   0.256","bn210821320"
"GRB210822273","343.45","-46.3","59448.272738204","  18.624"," 1.145","  -0.640","bn210822273"
"GRB210822729","238.17","18.02","59448.729450104","   2.176"," 0.898","  -0.064","bn210822729"
"GRB210824174","232.105","11.1521","59450.17364655","  40.192"," 3.278","  -3.840","bn210824174"
"GRB210826293","64.63","-77.07","59452.292883812","  19.712"," 1.145","   0.512","bn210826293"
"GRB210827416","174.918","55.7858","59453.416253972","   8.704"," 6.026","  -2.560","bn210827416"
"GRB210827424","308.79","-19.34","59453.423797958","  35.585"," 3.620","  -0.256","bn210827424"
"GRB210903021","270.9","15.59","59460.021366287","   1.344"," 1.558","  -1.024","bn210903021"
"GRB210903077","178.57","39.07","59460.076590152","  15.872"," 3.727","  -9.472","bn210903077"
"GRB210903727","155.03","22.03","59460.727067745","  18.176"," 3.806","  -2.304","bn210903727"
"GRB210904866","124.65","-42.2","59461.866430913","   3.904"," 2.099","  -0.704","bn210904866"
"GRB210909447","176.73","83.85","59466.446751911","   1.408"," 0.091","  -0.064","bn210909447"
"GRB210912522","338.28","21.11","59469.521924672","   2.560"," 5.184","  -2.816","bn210912522"
"GRB210915530","166.84","30.53","59472.530337983"," 113.410"," 1.086","  -1.280","bn210915530"
"GRB210915630","155.78","41.71","59472.630256911","  33.536"," 3.665","  -2.048","bn210915630"
"GRB210917157","75.47","-36.18","59474.15679657","   7.040"," 3.666","  -2.432","bn210917157"
"GRB210919653","215.16","-77.1","59476.652684692","   1.600"," 1.243","  -0.064","bn210919653"
"GRB210923124","278.95","-50.54","59480.124345983"," 128.512"," 5.838"," -34.816","bn210923124"
"GRB210924960","112.1","43.25","59481.960325671","  10.240"," 2.187","  -1.280","bn210924960"
"GRB210925056","47.99","-51.41","59482.055656001","   4.544"," 0.529","  -0.128","bn210925056"
"GRB210925800","347.43","-17.14","59482.800323671"," 229.124"," 1.557","   4.864","bn210925800"
"GRB210926044","291.11","1.5","59483.044101491","   7.424"," 2.573","  -0.512","bn210926044"
"GRB210926869","347.72","-18.42","59483.868965835","   6.912"," 1.810","  -0.256","bn210926869"
"GRB210927031","236.37","7.8","59484.030530771","   1.088"," 0.771","  -0.320","bn210927031"
"GRB210927996","246.56","81.42","59484.99636769","  32.257"," 0.572","  79.617","bn210927996"
"GRB210928084","245.9","-17.9","59485.083692201","  23.808"," 0.362","   2.560","bn210928084"
"GRB210928761","43.86","22.66","59485.761270688","  32.768"," 1.639","  -8.448","bn210928761"
"GRB210929154","317.8","12.34","59486.153926575","   1.920"," 1.675","  -1.088","bn210929154"
"GRB210929821","262.95","2.44","59486.82109272","  10.752"," 8.208","  -0.512","bn210929821"
"GRB211002338","70.21","-4.78","59489.337896616","  13.568"," 3.874","  -1.280","bn211002338"
"GRB211002740","173.43","-19.8","59489.739833726","   4.861"," 1.280","   0.003","bn211002740"
"GRB211018505","304.31","60.85","59505.505310766","  24.576"," 2.429","  -0.768","bn211018505"
"GRB211018697","139.95","-24.53","59505.696847316","  15.104"," 5.030","  -3.584","bn211018697"
"GRB211018936","19.68","-3.6","59505.9362725"," 123.906"," 0.362","   4.384","bn211018936"
"GRB211019250","109.56","-39.19","59506.249666601","  47.361"," 0.572","   3.632","bn211019250"
"GRB211021460","27.97","27.07","59508.460350826","   2.816"," 0.572","  -0.256","bn211021460"
"GRB211023546","72.3","85.3","59510.545638589","  79.106"," 0.572","  55.041","bn211023546"
