"name","ra","dec","trigger_time","t90","t90_error","t90_start","trigger_name"
"GRB190517813","270.02","25.77","58620.812617737","   4.861"," 0.809","   0.003","bn190517813"
"GRB190519309","114.767","-38.8052","58622.308997027","  43.521"," 0.362","   1.280","bn190519309"
"GRB190525032","338.02","5.45","58628.031801524","   0.896"," 0.202","  -0.064","bn190525032"
"GRB190530430","120.76","35.44","58633.429964157","  18.432"," 0.362","   1.792","bn190530430"
"GRB190531312","21.12","16.35","58634.311942422","  57.089"," 0.923","  -0.256","bn190531312"
"GRB190531568","274.17","38.86","58634.568099793","   0.320"," 0.943","  -0.080","bn190531568"
"GRB190531840","24.37","-41.97","58634.840418306","  38.145"," 0.923","   6.720","bn190531840"
"GRB190601325","162.98","54.59","58635.324585368","   0.640"," 0.749","  -0.128","bn190601325"
"GRB190603795","20.08","40.91","58637.79474518","  22.528"," 4.291","   1.280","bn190603795"
"GRB190604446","342.55","46.37","58638.446262194","  31.998"," 9.476","   0.003","bn190604446"
"GRB190605974","337.24","4.79","58639.973924975","   3.584"," 0.516","  -0.640","bn190605974"
"GRB190606080","76.54","-0.68","58640.079951114","   0.224"," 0.036","   0.000","bn190606080"
"GRB190607071","271.83","-45.6","58641.071345938","  37.888"," 1.846"," -12.288","bn190607071"
"GRB190608009","225.74","-31.42","58642.008546229","  85.250"," 6.026","   2.304","bn190608009"
"GRB190609315","165.76","-50.79","58643.315338651","  97.538"," 4.529"," -16.128","bn190609315"
"GRB190610750","327.38","42.42","58644.749883197","  37.889"," 4.924","  10.240","bn190610750"
"GRB190610834","314.83","-15.93","58644.833607463","   3.072"," 2.360","  -2.304","bn190610834"
"GRB190611950","88.94","53.12","58645.949876589"," 100.610"," 0.572","   0.768","bn190611950"
"GRB190612165","223.95","62.1","58646.164868615"," 144.896"," 3.367","  -2.816","bn190612165"
"GRB190613172","182.559","67.233","58647.171738825","  17.149"," 1.493","   0.003","bn190613172"
"GRB190613449","305.422","-4.664","58647.449306127","   4.864"," 0.923","  -1.792","bn190613449"
"GRB190615636","191.4","49.38","58649.636427921","  16.896"," 1.379","  -3.840","bn190615636"
"GRB190619018","349.31","12.86","58653.018076119"," 177.920"," 4.471"," -97.792","bn190619018"
"GRB190619595","291.07","20.16","58653.594744111"," 134.914"," 1.639"," -30.977","bn190619595"
"GRB190620507","162.08","30.48","58654.507069547","  51.713"," 0.572","   8.704","bn190620507"
"GRB190622368","165.21","-53.62","58656.368128197","  31.744"," 0.923"," -12.800","bn190622368"
"GRB190623461","335.49","-23.33","58657.460730265","   9.728"," 0.923","  -2.560","bn190623461"
"GRB190626254","145.7","-41.11","58660.254417636","  23.808"," 4.471","  -4.864","bn190626254"
"GRB190627481","352.26","-8.89","58661.480554882","   8.960"," 3.566","  -0.512","bn190627481"
"GRB190628521","144.08","-77.07","58662.521473614","  19.200"," 2.757","  -4.096","bn190628521"
"GRB190630257","306.98","-1.33","58664.256924989","   0.224"," 0.187","  -0.160","bn190630257"
"GRB190707285","152.87","-30.98","58671.284781558","  36.353"," 2.429","   1.024","bn190707285"
"GRB190707308","184.33","-9.52","58671.307652963","  34.304"," 9.148","  -5.632","bn190707308"
"GRB190708365","209.85","-1.3","58672.36471989","  27.392"," 8.002","  -8.448","bn190708365"
"GRB190712018","341.06","-38.41","58676.017600178","   1.792"," 0.462","  -0.640","bn190712018"
"GRB190712095","288.39","56.15","58676.094927395","   6.400"," 1.056","  -2.048","bn190712095"
"GRB190714573","71.16","-6.1","58678.572674062","  66.049"," 0.810","   0.256","bn190714573"
"GRB190716019","70.42","16.47","58680.019439213","  61.184"," 6.582"," -36.096","bn190716019"
"GRB190716917","345.63","-0.83","58680.91676064","   6.909"," 0.923","   0.003","bn190716917"
"GRB190719113","123.93","-30.81","58683.112749267","  84.738"," 3.114","  -8.960","bn190719113"
"GRB190719499","98.61","6.7","58683.49851","  54.529"," 2.064","   2.048","bn190719499"
"GRB190719624","240.21","12.977","58683.624011093"," 175.620"," 3.083","   0.320","bn190719624"
"GRB190720613","202.72","41.78","58684.612613238","   6.144"," 0.572","   0.576","bn190720613"
"GRB190720964","138.87","-55.59","58684.964337545","  10.496"," 1.950","  -0.256","bn190720964"
"GRB190723309","289.47","25.22","58687.308540152","  24.576"," 2.111","  -0.768","bn190723309"
"GRB190724031","170.35","15.15","58688.030518429","   0.080"," 1.136","  -0.032","bn190724031"
"GRB190726642","310.26","34.29","58690.642287158"," 307.974"," 1.864","  -1.536","bn190726642"
"GRB190726843","342.68","-55.98","58690.843409275"," 224.260"," 0.724","   1.792","bn190726843"
"GRB190727668","224.49","19.44","58691.667966164","  47.361"," 0.724","  -0.256","bn190727668"
"GRB190727846","126.481","-13.268","58691.845792213","  35.073"," 0.572","   3.072","bn190727846"
"GRB190728271","356.69","5.43","58692.271259866","   0.832"," 0.905","  -0.640","bn190728271"
"GRB190731943","339.94","-76.62","58695.943291303","  15.872"," 0.362","   1.792","bn190731943"
"GRB190804058","108.02","-64.86","58699.057955493","   4.224"," 0.516","  -0.064","bn190804058"
"GRB190804792","97.77","42.31","58699.792100908","   8.448"," 2.360","   0.000","bn190804792"
"GRB190805106","167.65","-23.76","58700.105907991","   9.216"," 1.619","  -0.256","bn190805106"
"GRB190805199","209.75","19.47","58700.198622343","  21.504"," 1.619","  -0.512","bn190805199"
"GRB190806535","305.56","0.55","58701.534748087","  13.824"," 2.064","  -0.768","bn190806535"
"GRB190806675","121.13","-75.36","58701.675385698","  20.992"," 2.374","   0.320","bn190806675"
"GRB190808498","282.22","-31.77","58703.497543872","  47.360"," 4.830","  -3.584","bn190808498"
"GRB190808752","168.05","39.71","58703.752285092","  31.233"," 0.572","   1.536","bn190808752"
"GRB190810675","193.78","-37.56","58705.675014382","   0.160"," 0.137","   0.000","bn190810675"
"GRB190813520","106.38","-23.27","58708.520253975","   0.192"," 0.873","  -0.064","bn190813520"
"GRB190814837","60.41","-60.34","58709.837071653","   9.984"," 3.620","  -1.536","bn190814837"
"GRB190817953","275.17","-31.14","58712.95307294","   8.448"," 4.636","  -1.024","bn190817953"
"GRB190821716","250.077","-34.022","58716.715672264","  59.904"," 5.152"," -34.816","bn190821716"
"GRB190822705","132.27","-8.08","58717.705198102","   0.768"," 0.389","  -0.128","bn190822705"
"GRB190824616","215.329","-41.902","58719.615713827"," 108.546"," 0.810","  -0.768","bn190824616"
"GRB190825171","210.86","-74.14","58720.1714831","  12.032"," 5.345","  -8.448","bn190825171"
"GRB190827467","175.81","46.45","58722.467228545","  43.777"," 1.493","  -2.304","bn190827467"
"GRB190828542","251.832","27.2808","58723.541660376","  63.489"," 1.999"," -27.648","bn190828542"
"GRB190828614","191.23","-58.77","58723.614194996","  19.968"," 0.923","   0.768","bn190828614"
"GRB190829830","44.544","-8.9579","58724.830475991","  59.393"," 0.572","   0.512","bn190829830"
"GRB190830023","111.9","-23.77","58725.022780792","  12.288"," 1.280","  -1.792","bn190830023"
"GRB190830264","159.2","-54.71","58725.264425347","   5.376"," 3.083","   0.000","bn190830264"
"GRB190831332","65.63","14.89","58726.331611008","  40.961"," 3.338","  -3.840","bn190831332"
"GRB190831693","169.88","-22.35","58726.693495118","  17.920"," 4.007","  -2.304","bn190831693"
"GRB190901890","220.3","0.93","58727.890157547"," 473.097"," 1.717","   3.584","bn190901890"
"GRB190903722","62.43","-64.86","58729.721947401","   0.272"," 0.322","  -0.064","bn190903722"
"GRB190904174","35.92","-25.03","58730.174314089","   7.680"," 6.192","  -7.424","bn190904174"
"GRB190905985","234.48","3.12","58731.985051952","   0.704"," 1.032","  -0.576","bn190905985"
"GRB190906767","171.84","-71.57","58732.767468616","  23.040"," 2.318","  -0.256","bn190906767"
"GRB190910028","229.5","9.07","58736.027521531","   9.216"," 0.923","  -1.792","bn190910028"
"GRB190913155","253.34","44.97","58739.154969121","   0.128"," 1.235","  -0.096","bn190913155"
"GRB190914345","18.44","21.45","58740.344845261"," 132.098"," 3.665","  -7.680","bn190914345"
"GRB190915240","48.33","3.99","58741.239559155","  13.824"," 0.572","   0.256","bn190915240"
"GRB190916590","321.27","-48.9","58742.590446232","  37.376"," 2.064","  -0.256","bn190916590"
"GRB190919764","357.36","-21.82","58745.763919624","  41.985"," 0.810","   3.584","bn190919764"
"GRB190921699","338.38","-63.42","58747.698554685","  22.272"," 1.280","  -5.888","bn190921699"
"GRB190923617","8.2","-11.02","58749.616698509","   3.584"," 0.779","  -0.640","bn190923617"
"GRB190930400","238.22","-6.08","58756.400075252"," 185.860"," 1.086","  -3.840","bn190930400"
"GRB191001279","305.199","15.0843","58757.279057629","  24.000"," 1.145","  -3.712","bn191001279"
"GRB191008297","50.65","47.33","58764.296517134","  32.513"," 3.665","  -4.864","bn191008297"
"GRB191009298","26.81","65.73","58765.297879275","  61.697"," 0.724","   1.024","bn191009298"
"GRB191011192","44.7268","-27.8459","58767.191650258","  25.088"," 4.352","  -3.840","bn191011192"
"GRB191015327","186.41","21.53","58771.326898055","   8.192"," 2.611","  -3.840","bn191015327"
"GRB191017391","171.25","38.05","58773.391426691","  67.841"," 5.724","   3.584","bn191017391"
"GRB191017957","134.55","15.33","58773.957182713","   3.136"," 2.099","  -0.320","bn191017957"
"GRB191019469","109.56","62.09","58775.468929037","  11.264"," 1.864","  -0.512","bn191019469"
"GRB191019970","216.34","-40.63","58775.970293373"," 137.730"," 0.572","   9.216","bn191019970"
"GRB191022285","273.14","-23.1","58778.284780948","  12.288"," 2.919","  -3.328","bn191022285"
"GRB191022341","169.29","-31.18","58778.341044597","  77.824"," 5.030"," -53.248","bn191022341"
"GRB191023630","295.26","6.18","58779.629823558"," 172.547"," 1.846","   7.936","bn191023630"
"GRB191026350","37.17","-52.7","58782.349820122","  59.136"," 4.944","  -7.680","bn191026350"
"GRB191027638","185.51","30.41","58783.638282291","   7.168"," 0.202","   0.000","bn191027638"
"GRB191028174","319.2","-11.29","58784.173627292","   4.864"," 3.482","  -0.768","bn191028174"
"GRB191028589","276.88","69.99","58784.588940299","  34.305"," 0.724","  -6.656","bn191028589"
"GRB191031025","233.47","6.144","58787.025412133"," 200.196"," 3.338","  -6.400","bn191031025"
"GRB191031635","31.75","-14.15","58787.635356672","   9.984"," 3.415","  -3.072","bn191031635"
"GRB191031780","115.862","-62.335","58787.780054477","  77.825"," 1.379","   3.328","bn191031780"
"GRB191031891","283.275","47.639","58787.891332502","   0.256"," 0.023","   0.000","bn191031891"
"GRB191101895","153.71","18.97","58788.895029199","  10.496"," 1.086","  -8.448","bn191101895"
"GRB191108003","239.84","12.42","58795.003212914"," 125.699"," 1.145","   1.536","bn191108003"
"GRB191110587","260.2","43.51","58797.587210565","  14.848"," 7.141","  -6.912","bn191110587"
"GRB191111347","130.54","-32.47","58798.346638567","   5.376"," 0.923","  -1.024","bn191111347"
"GRB191111364","189.29","-32.12","58798.364235506","  88.066"," 0.923","   4.608","bn191111364"
"GRB191111547","239.41","-70.42","58798.546652683"," 158.212"," 7.209","   0.768","bn191111547"
"GRB191112369","164.42","-72.27","58799.368960561","  50.432"," 3.208","  -4.352","bn191112369"
"GRB191113578","298.08","20.91","58800.578293081","  11.776"," 2.360","  -0.256","bn191113578"
"GRB191117006","297.88","76.38","58804.00588801","   7.424"," 1.619","  -1.280","bn191117006"
"GRB191117637","157.417","7.2333","58804.637249546","   1.280"," 0.870","  -0.512","bn191117637"
"GRB191118925","213.99","-48.4","58805.925021074","  36.353"," 2.064","   3.072","bn191118925"
"GRB191119261","309.35","-9.35","58806.261194152","   8.448"," 3.566","  -5.888","bn191119261"
"GRB191125206","243.09","-13.12","58812.206054811","  77.313"," 0.810","   1.792","bn191125206"
"GRB191125634","353.54","18.2","58812.633862111","  46.336"," 8.208","  -3.840","bn191125634"
"GRB191129141","8.93","5.44","58816.140591742","  19.968"," 1.056","   2.048","bn191129141"
"GRB191130253","349.4","63.08","58817.253261534"," 121.090"," 1.448"," -45.313","bn191130253"
"GRB191130507","348.6","-7.74","58817.506653934","  61.953"," 1.145","   1.504","bn191130507"
"GRB191202867","249.536","17.558","58819.867259602","  30.721"," 0.810","   1.024","bn191202867"
"GRB191203290","332.39","51.81","58820.289804121","   0.832"," 0.640","  -0.448","bn191203290"
"GRB191205741","14.04","-34.15","58822.740514368","   2.048"," 3.620","  -4.096","bn191205741"
"GRB191213254","196.06","-30.45","58830.25385442","  18.944"," 2.919","  -8.192","bn191213254"
"GRB191213784","331.06","-13.94","58830.784120016","   9.216"," 4.615","  -2.048","bn191213784"
"GRB191220589","211.77","-67.51","58837.589227589","  27.905"," 1.056","   3.328","bn191220589"
"GRB191221802","40.83","-43.04","58838.801722735","   2.240"," 0.781","  -0.064","bn191221802"
"GRB191225309","95.49","-17.35","58842.309218712"," 112.384","11.31","  -5.632","bn191225309"
"GRB191225735","145.8","-7.18","58842.734628095","  82.690"," 2.919","  -1.792","bn191225735"
"GRB191227069","319.17","-16.704","58844.069036121","  25.089"," 0.724","   9.472","bn191227069"
"GRB191227723","258.17","-26.01","58844.723427594","   0.208"," 0.066","  -0.016","bn191227723"
"GRB200101861","257.43","-35.06","58849.860722817","   9.984"," 0.326","   4.928","bn200101861"
"GRB200103678","355.38","-38.36","58851.678356696","   9.984"," 4.971","  -0.512","bn200103678"
"GRB200103689","118.48","-0.9","58851.689160562","  68.096"," 5.400","  -0.256","bn200103689"
"GRB200105914","323.03","-41.18","58853.913530016","  16.896"," 2.919","  -3.840","bn200105914"
"GRB200107810","107.066","-83.716","58855.809986184","  81.154"," 1.086"," -17.920","bn200107810"
"GRB200109074","307.126","52.9932","58857.073517296","  40.960"," 4.615","   0.000","bn200109074"
"GRB200110518","96.15","28.88","58858.518152269"," 153.859"," 2.064","  -3.072","bn200110518"
"GRB200111633","104.49","31.72","58859.632732706","   6.016"," 0.371","   0.128","bn200111633"
"GRB200112395","186.97","-34.31","58860.394762475","  38.912"," 4.222","  -6.400","bn200112395"
"GRB200112525","150.13","64.41","58860.525359966","   4.925"," 0.602","   0.003","bn200112525"
"GRB200114153","199.38","-0.32","58862.153283838","  29.693"," 0.810","   0.003","bn200114153"
"GRB200117517","129.67","-62.51","58865.516742271","  28.416"," 2.187","  -1.280","bn200117517"
"GRB200119692","271.04","-77.14","58867.692448275","  19.200"," 1.999"," -10.240","bn200119692"
"GRB200120962","137.134","-70.4363","58868.961751597","  12.800"," 2.919","  -1.280","bn200120962"
"GRB200122221","124.66","67.09","58870.221073359","   2.816"," 2.673","  -1.536","bn200122221"
"GRB200125864","7.45","64.69","58873.863555417","   5.824"," 0.091","   0.768","bn200125864"
"GRB200126466","59.47","-59.62","58874.46587679","   0.768"," 1.168","  -0.640","bn200126466"
"GRB200127758","75.89","20.07","58875.757854983","  33.025"," 2.919","   1.280","bn200127758"
"GRB200128153","158.65","41.57","58876.152844618","   0.576"," 0.181","  -0.192","bn200128153"
"GRB200129409","346.28","-44.97","58877.408844701","   0.112"," 0.464","  -0.016","bn200129409"
"GRB200130248","329.29","-65.93","58878.248102767","  56.577"," 3.114","  -1.792","bn200130248"
"GRB200130417","137.53","-51.34","58878.416628153","  11.293"," 0.383","   0.003","bn200130417"
"GRB200201040","287.71","-11.04","58880.03981854","  12.544"," 1.379","  -3.328","bn200201040"
"GRB200205845","223.21","-42.78","58884.845408894","  17.408"," 1.448","  -5.632","bn200205845"
"GRB200206706","298.17","-49.09","58885.705803897","  13.824"," 4.222","  -7.424","bn200206706"
"GRB200207058","244.09","-48.3","58886.057587943","  15.616"," 2.429","  -1.536","bn200207058"
"GRB200208052","26.73","25.31","58887.051586647","  20.992"," 6.931","  -0.512","bn200208052"
"GRB200211310","345.2","-7.15","58890.310055862","  78.594"," 0.362","   2.048","bn200211310"
"GRB200211813","111.14","59.01","58890.812515183","  55.040"," 8.291"," -16.896","bn200211813"
"GRB200212451","124.8","22.95","58891.45126333","  10.496"," 1.950","  -4.608","bn200212451"
"GRB200215611","34.122","12.781","58894.610785297","  24.320"," 1.950"," -17.664","bn200215611"
"GRB200216380","311.438","-11.658","58895.38015082","   8.192"," 1.639","  -6.400","bn200216380"
"GRB200216564","160.434","19.4757","58895.564291143","  12.032"," 3.874","  -1.024","bn200216564"
"GRB200219317","342.638","-59.12","58898.317234906","   1.152"," 1.032","  -0.064","bn200219317"
"GRB200219413","299.13","6.65","58898.412669881","   9.984"," 1.305","  -6.912","bn200219413"
"GRB200219998","262.67","10.45","58898.998036263","  21.632"," 0.730","   1.024","bn200219998"
"GRB200221162","157.1","33.14","58900.161790639","   1.728"," 1.336","  -0.576","bn200221162"
"GRB200223814","248.39","-55.79","58902.813926419","  65.281","10.555"," -20.224","bn200223814"
"GRB200224212","177.9","-28.87","58903.212375913"," 299.525"," 2.862"," -41.985","bn200224212"
"GRB200224416","187.02","-19.55","58903.415793599","   0.064"," 1.922","  -0.032","bn200224416"
"GRB200227306","56.433","9.4826","58906.305656284","  24.320"," 1.196","   1.344","bn200227306"
"GRB200228291","333.893","-42.9443","58907.290669054","   3.584"," 0.345","  -0.256","bn200228291"
"GRB200228469","252.047","16.9851","58907.468563591","  14.080"," 1.280","  -3.328","bn200228469"
"GRB200301320","320.14","7.5","58909.319980959","  18.176"," 1.145","   0.576","bn200301320"
"GRB200303107","212.719","51.3593","58911.107220456","  82.177"," 3.874","   2.304","bn200303107"
"GRB200306934","349.53","5.1","58914.934320911","   0.992"," 1.226","  -0.512","bn200306934"
"GRB200307894","84.18","-46.21","58915.89374053","   1.664"," 0.659","  -0.576","bn200307894"
"GRB200308941","327.44","-27.75","58916.941154989","  43.008"," 2.560","  -2.816","bn200308941"
"GRB200311636","203.99","-49.68","58919.636260741","  52.481"," 0.810","   1.056","bn200311636"
"GRB200313071","75.79","20.88","58921.070562742","  13.568"," 0.572","   0.768","bn200313071"
"GRB200313456","202.17","40.5","58921.456390395","   5.184"," 4.362","  -0.256","bn200313456"
"GRB200317028","65.54","-46.32","58925.028130651","   7.616"," 0.529","  -0.128","bn200317028"
"GRB200318941","123.45","59.07","58926.941287286","  10.240"," 1.619","  -0.256","bn200318941"
"GRB200319323","65.29","-21.25","58927.322688889","  20.480"," 3.167","  -0.512","bn200319323"
"GRB200320414","184.34","-38.74","58928.414431148","   9.021"," 1.072","   0.003","bn200320414"
"GRB200323006","344.21","53.03","58931.00605284","   7.168"," 2.521","  -2.304","bn200323006"
"GRB200323782","156.47","-55.54","58931.782325879","   2.112"," 0.580","   0.064","bn200323782"
"GRB200325138","31.7203","-31.816","58933.137867389","   0.960"," 0.143","  -0.064","bn200325138"
"GRB200325620","167.554","27.8196","58933.620324502","  36.609"," 0.923","  -2.304","bn200325620"
"GRB200326517","245.33","-21.08","58934.517221102","  96.512"," 4.419"," -15.616","bn200326517"
"GRB200327873","236.54","-4.217","58935.872779691","   0.640"," 0.590","  -0.064","bn200327873"
"GRB200401292","141.05","17.41","58940.292000082","   4.480"," 0.543","  -3.328","bn200401292"
"GRB200402403","50.54","42.26","58941.402522088","  55.809"," 5.473","  -1.024","bn200402403"
"GRB200402688","190.09","-6.6","58941.687843224","  23.808"," 1.999","  -2.304","bn200402688"
"GRB200402824","226.44","-8.1","58941.823878207","  33.792"," 6.517"," -17.152","bn200402824"
"GRB200403896","81.31","73.29","58942.896022525","  58.881"," 6.197"," -36.865","bn200403896"
"GRB200403919","239.9","73.24","58942.919484021","  37.377"," 3.840","  -7.936","bn200403919"
"GRB200403974","48.76","19.13","58942.973580678","  18.432"," 3.208"," -14.080","bn200403974"
"GRB200404706","61.93","3.27","58943.706282758","  26.624"," 3.114","  -1.792","bn200404706"
"GRB200405394","59.78","-28.63","58944.393999479","  14.848"," 3.114","  -0.256","bn200405394"
"GRB200407265","278.11","2.43","58946.265294925","   3.072"," 0.500","  -1.152","bn200407265"
"GRB200407388","182","35.4","58946.387887445","  47.872"," 4.857"," -30.976","bn200407388"
"GRB200411187","47.6624","-52.3181","58950.186834747","   1.440"," 0.506","  -0.032","bn200411187"
"GRB200412290","140.01","-41.67","58951.289721607","  12.606"," 0.408","   0.002","bn200412290"
"GRB200412381","277.48","61.79","58951.381026699","   6.080"," 0.286","   5.184","bn200412381"
"GRB200415367","11.885","-25.263","58954.366731062","   0.144"," 0.036","  -0.016","bn200415367"
"GRB200416295","335.699","-7.5182","58955.295340103","   9.344"," 0.320","  -1.792","bn200416295"
"GRB200418865","72.59","-0.99","58957.864586553","  38.145"," 7.371","  -2.560","bn200418865"
"GRB200420106","304.61","-20.27","58959.106233768","   0.320"," 1.036","  -0.224","bn200420106"
"GRB200421865","164.01","63.83","58960.865274611","  67.073"," 2.611","  -0.768","bn200421865"
"GRB200423579","325.02","66.78","58962.579298293","   0.032"," 0.403","  -0.064","bn200423579"
"GRB200425701","304.57","38.19","58964.701284091","   7.936"," 0.923","  -1.280","bn200425701"
"GRB200501435","45.88","-19.5","58970.434546843","   1.536"," 0.905","  -0.128","bn200501435"
"GRB200502574","289.5","38.58","58971.574002964","  25.344"," 4.615","  -0.256","bn200502574"
"GRB200503721","250.64","-20.01","58972.721221872","  92.930","16.512"," -24.320","bn200503721"
"GRB200505994","81.07","-48.96","58974.993565793","   9.984"," 1.305","  -0.256","bn200505994"
"GRB200506020","271.72","-4.44","58975.019919592"," 116.994"," 2.636","  -4.096","bn200506020"
"GRB200506208","82.23","-6.74","58975.208156435","  11.776"," 3.093","  -5.376","bn200506208"
"GRB200506404","191.66","38.12","58975.403576165"," 204.548"," 3.482","  -6.144","bn200506404"
"GRB200507662","57.83","65.52","58976.661792113","  55.297"," 0.572","   3.072","bn200507662"
"GRB200509818","75.28","70.98","58978.81850485","   2.176"," 0.405","  -0.192","bn200509818"
"GRB200509958","310.98","-3.74","58978.957690963","  13.312"," 4.720","  -8.704","bn200509958"
"GRB200510445","155.08","-1.93","58979.445335169","   9.981"," 1.055","   0.003","bn200510445"
"GRB200514380","238.32","37.22","58983.380290785","   1.664"," 0.607","  -0.384","bn200514380"
"GRB200517786","115.2","29.43","58986.786438411","  27.392"," 5.473","  -2.560","bn200517786"
"GRB200522650","87","-39.82","58991.650456796","  30.977"," 3.416","  -1.280","bn200522650"
"GRB200524211","212.8","61","58993.211115257","  37.761"," 6.209","   0.704","bn200524211"
"GRB200525611","20.61","-8.52","58994.611440807","  93.440","10.424","  -9.728","bn200525611"
"GRB200528436","176.644","58.1921","58997.43569846","  56.577"," 0.362","   2.560","bn200528436"
"GRB200529039","238.765","-11.0722","58998.039343497","  84.992"," 1.145","  -2.560","bn200529039"
"GRB200529504","337.2","55.23","58998.503876108","  46.592"," 1.639"," -38.400","bn200529504"
"GRB200530031","32.1","69.23","58999.030677867","  22.528"," 2.290","   3.072","bn200530031"
"GRB200531119","169.97","33.94","59000.1189644","  27.392"," 9.620","  -4.608","bn200531119"
"GRB200601097","36.71","33.49","59001.097106429"," 153.859"," 0.810","   0.512","bn200601097"
"GRB200604778","15.98","17","59004.777614107","  70.400","13.178","  -8.960","bn200604778"
"GRB200604833","179.46","-3.87","59004.833391322","  11.008"," 1.999","  -8.704","bn200604833"
"GRB200605762","95.839","50.954","59005.76229392","   0.320"," 0.072","  -0.032","bn200605762"
"GRB200607362","171.5","30.88","59007.362380287","  20.480"," 2.360","  -1.024","bn200607362"
"GRB200607921","41.33","-83.33","59007.921197048","  26.625"," 1.305","   0.576","bn200607921"
"GRB200609380","9.56","66.35","59009.37985311","  92.160"," 5.101"," -58.112","bn200609380"
"GRB200612201","302.702","-45.3355","59012.201142164"," 984.084","64.668","-570.38","bn200612201"
"GRB200613229","153.042","45.7541","59013.229261732"," 478.026"," 3.168","   3.648","bn200613229"
"GRB200614608","115.72","60.76","59014.607583783","   9.728"," 1.810","  -0.256","bn200614608"
"GRB200615250","48.07","5.43","59015.250058826","  49.664","13.4","   0.512","bn200615250"
"GRB200616048","116.16","-72.23","59016.048097578","  23.297"," 3.093","  -8.704","bn200616048"
"GRB200616654","148.24","-42.2","59016.654024596","  24.576"," 4.404","  -6.912","bn200616654"
"GRB200617679","359.11","-59.83","59017.679233742","   1.216"," 0.487","  -0.960","bn200617679"
"GRB200619108","101.35","56.74","59019.108468398","  28.672"," 1.305","   0.256","bn200619108"
"GRB200619252","225.15","-10.39","59019.252342214","  15.104"," 1.864","  -0.256","bn200619252"
"GRB200619492","200.4","-45.13","59019.492165344","  50.432"," 2.919","  -0.512","bn200619492"
"GRB200622092","107.52","38.28","59022.091529125","  32.001"," 0.362","   1.024","bn200622092"
"GRB200623138","242.095","53.4678","59023.137507378","   0.096"," 0.136","  -0.064","bn200623138"
"GRB200623752","343.079","-53.378","59023.75195548","   0.704"," 0.453","  -0.192","bn200623752"
"GRB200625532","169.87","-22.01","59025.531818785","  63.488"," 1.619","  -0.512","bn200625532"
"GRB200626105","87.35","16.13","59026.105228609","   3.520"," 1.548","  -0.576","bn200626105"
"GRB200629535","338.46","-65.59","59029.534598282","  28.160"," 1.056","  -2.048","bn200629535"
"GRB200630076","91.38","-60.789","59030.076100493","   7.168"," 2.360","  -1.280","bn200630076"
"GRB200630980","79.27","30.98","59030.980114514"," 102.146"," 7.886"," -69.377","bn200630980"
"GRB200702892","300.44","-57.74","59032.891886194","  23.040"," 4.971","  -3.072","bn200702892"
"GRB200703341","245.91","-7.37","59033.341430681","   0.704"," 0.580","  -0.064","bn200703341"
"GRB200703970","148.5","6.32","59033.969928693","  32.513"," 1.493","   5.120","bn200703970"
"GRB200705674","60.48","-48.33","59035.673533003","  16.128"," 8.975","  -2.816","bn200705674"
"GRB200706231","89.35","54.61","59036.23066349","   0.832"," 0.577","  -0.064","bn200706231"
"GRB200706633","123.01","9.84","59036.633430361","  17.152"," 2.064"," -11.776","bn200706633"
"GRB200707072","80.77","-14.88","59037.072251581","  17.152"," 2.828","   0.000","bn200707072"
"GRB200709147","119.87","-53.04","59039.146721805","  51.969"," 1.145"," -20.736","bn200709147"
"GRB200710036","77.88","3.98","59040.036192972","   0.288"," 1.314","  -0.128","bn200710036"
"GRB200711461","285.977","-0.136","59041.461492253","  29.441"," 1.145","   0.768","bn200711461"
"GRB200713919","231.04","-12.3","59043.918519587","   5.120"," 2.172","  -1.792","bn200713919"
"GRB200714247","10.41","57.47","59044.247248367","   8.704"," 2.429","  -0.256","bn200714247"
"GRB200714344","190.43","-53.95","59044.344049929","   0.960"," 0.264","  -0.064","bn200714344"
"GRB200714437","208.56","4.72","59044.436637255"," 152.576"," 1.619","   1.536","bn200714437"
"GRB200714661","13.73","31.07","59044.661305483","   3.328"," 2.202","  -4.608","bn200714661"
"GRB200714774","196.866","-51.6403","59044.774364329","  20.736"," 1.717","   0.576","bn200714774"
"GRB200716060","139.348","-16.712","59046.060159252","  45.057"," 0.362","   2.816","bn200716060"
"GRB200716316","344.37","-15.92","59046.315607404","  51.457"," 2.862","   1.088","bn200716316"
"GRB200716957","196.01","29.6465","59046.956726626","   5.312"," 0.389","   0.128","bn200716957"
"GRB200722094","188.19","6.5","59052.093703059","  64.769"," 1.379","   1.280","bn200722094"
"GRB200723691","249.5","58.07","59053.691259109","  58.113"," 1.639","  -1.280","bn200723691"
"GRB200724213","121.73","-10.81","59054.21271973"," 228.352"," 3.482","   3.584","bn200724213"
"GRB200801352","321.06","85.26","59062.352246312","  30.720"," 4.672","  -6.656","bn200801352"
"GRB200801650","70.54","-33.06","59062.649846685","  63.745"," 1.557","   0.512","bn200801650"
"GRB200802491","329.82","54.75","59063.490819939","  91.138"," 2.318","   1.280","bn200802491"
"GRB200803149","311.29","-63.08","59064.14891861"," 118.274"," 1.145","   2.304","bn200803149"
"GRB200803703","198.5","-42.5","59064.70328283","  54.784"," 5.655"," -20.992","bn200803703"
"GRB200808469","20.11","55.45","59069.469414408","  27.904"," 1.619","  -5.376","bn200808469"
"GRB200809211","205.12","-26.37","59070.211476447","  64.512"," 7.907"," -33.024","bn200809211"
