TrigNum,Date,Time UT,"MesgType GBM LAT","RA (J2000) [deg]","Dec (J2000) [deg]","Error [deg] [arcmin]",Comments
552049919,18/06/30,11:11:54.41,GBM Ground Position,359.770,-87.390,2.68,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(3.0<100sec) coincident with the SWIFT_BAT event (trignum=845443). http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_552049919.fits
552049919,18/06/30,11:11:54.41,GBM Ground Position,337.500,-85.370,3.01,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(3.0<100sec) coincident with the SWIFT_BAT event (trignum=845443). http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_552049919.fits
552049919,18/06/30,11:11:54.41,GBM Ground Position,333.790,-86.290,3.19,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(3.0<100sec) coincident with the SWIFT_BAT event (trignum=845443). http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_552049919.fits
552049919,18/06/30,11:11:54.41,GBM Flight Position,15.783,-82.917,6.48,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 108.18,-23.50 [deg]. The LC_URL file will not be created until ~15 min after the trigger. NOTE: This GBM event is temporally(3.0<100sec) coincident with the SWIFT_BAT event (trignum=845443)."
552049919,18/06/30,11:11:54.41,GBM Flight Position,16.217,-82.917,9.45,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 108.18,-23.50 [deg]. The LC_URL file will not be created until ~15 min after the trigger. NOTE: This GBM event is temporally(3.0<100sec) coincident with the SWIFT_BAT event (trignum=845443)."
552038584,18/06/30,08:02:59.06,GBM Final Position,133.070,-69.940,3.27,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Long GRB.
552038584,18/06/30,08:02:59.06,GBM Ground Position,128.500,-68.810,3.09,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_552038584.fits
552038584,18/06/30,08:02:59.06,GBM Ground Position,128.450,-67.160,3.20,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_552038584.fits
552038584,18/06/30,08:02:59.06,GBM Ground Position,132.100,-65.520,3.91,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_552038584.fits
552038584,18/06/30,08:02:59.06,GBM Ground Position,136.050,-62.730,7.22,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_552038584.fits
552038584,18/06/30,08:02:59.06,GBM Flight Position,111.283,-71.550,11.57,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 161.62,-24.25 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
552038584,18/06/30,08:02:59.06,GBM Flight Position,111.300,-71.333,14.45,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 161.62,-24.25 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
551960788,18/06/29,10:26:23.98,GBM Flight Position,164.417,+51.583,12.97,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 263.98,10.18 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
551823349,18/06/27,20:15:44.07,GBM Flight Position,222.800,+70.517,37.28,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 99.90,-3.33 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
551720434,18/06/26,15:40:29.56,GBM Flight Position,139.650,-50.333,26.27,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 165.58,-9.02 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
551697835,18/06/26,09:23:50.65,GBM Final Position,285.060,+44.820,8.21,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Short GRB. NOTE: This GBM event is temporally(0.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=8089).
551697835,18/06/26,09:23:50.65,GBM Ground Position,270.540,+48.530,4.48,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(0.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=8089). http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_551697835.fits
551697835,18/06/26,09:23:50.65,GBM Flight Position,221.467,+66.700,10.67,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 274.73,-3.08 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
551658886,18/06/25,22:34:41.71,GBM Final Position,39.130,-62.310,6.40,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Short GRB. NOTE: This GBM event is temporally(0.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=8083).
551658886,18/06/25,22:34:41.71,GBM Ground Position,36.090,-54.420,11.04,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(0.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=8083). http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_551658886.fits
551658886,18/06/25,22:34:41.71,GBM Flight Position,42.933,-64.867,10.92,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 139.48,20.73 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
551478155,18/06/23,20:22:30.25,GBM Final Position,199.400,-4.260,1.00,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing. NOTE: This GBM event is temporally(2.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=8082).
551478155,18/06/23,20:22:30.25,GBM Ground Position,200.160,-4.190,1.02,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(2.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=8082). http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_551478155.fits
551478155,18/06/23,20:22:30.25,GBM Ground Position,200.940,-5.020,1.03,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(2.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=8082). http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_551478155.fits
551478155,18/06/23,20:22:30.25,GBM Ground Position,201.710,-4.920,2.22,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(2.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=8082). http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_551478155.fits
551478155,18/06/23,20:22:30.25,GBM Ground Position,201.700,-4.890,3.32,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(2.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=8082). http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_551478155.fits
551478155,18/06/23,20:22:30.25,GBM Flight Position,197.833,-3.350,5.23,Fermi-GBM Flight-calculated Coordinates. The LC_URL file will not be created until ~15 min after the trigger.
551478155,18/06/23,20:22:30.25,GBM Ground Position,201.790,-5.890,5.56,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_551478155.fits
551478155,18/06/23,20:22:30.25,GBM Flight Position,195.500,+1.667,4.48,Fermi-GBM Flight-calculated Coordinates. The LC_URL file will not be created until ~15 min after the trigger.
551478155,18/06/23,20:22:30.25,GBM Flight Position,200.300,+2.033,10.28,Fermi-GBM Flight-calculated Coordinates. The LC_URL file will not be created until ~15 min after the trigger.
551398157,18/06/22,22:09:12.73,GBM Flight Position,342.750,-77.117,30.10,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 282.43,6.82 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
551368367,18/06/22,13:52:42.16,GBM Final Position,106.540,+77.100,2.16,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Long GRB.
551368367,18/06/22,13:52:42.16,GBM Flight Position,104.883,+77.833,8.02,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 327.48,25.43 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
551368367,18/06/22,13:52:42.16,GBM Flight Position,125.300,+79.050,10.70,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 327.48,25.43 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
551368367,18/06/22,13:52:42.16,GBM Ground Position,147.010,+72.430,5.56,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_551368367.fits
551368367,18/06/22,13:52:42.16,GBM Flight Position,154.717,+72.033,17.95,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 327.48,25.43 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
