TrigNum,Date,Time UT,"MesgType GBM LAT","RA (J2000) [deg]","Dec (J2000) [deg]","Error [deg] [arcmin]",Comments
667074291,22/02/20,18:24:46.76,GBM Ground Position,249.180,+15.700,46.96,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_667074291.fits
667074291,22/02/20,18:24:46.76,GBM Flight Position,73.817,-85.950,50.00,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 258.23,25.28 [deg]. WARNING: This Notice was received with a negative intensity field -- INTEN was set to 0. The LC_URL file will not be created until ~15 min after the trigger."
667074291,22/02/20,18:24:46.76,GBM Flight Position,218.817,+18.283,33.45,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 258.23,25.28 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
667025572,22/02/20,04:52:47.38,GBM Flight Position,23.050,+61.433,14.07,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 268.73,-23.50 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
666962499,22/02/19,11:21:34.10,GBM Final Position,41.570,+8.960,1.00,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. Bright hard burst in the GBM. This is likely a Long GRB. NOTE: This GBM event is temporally(4.0<100sec) coincident with the CALET_GBM event (trignum=1329304902).
666962499,22/02/19,11:21:34.10,GBM Ground Position,42.790,+8.380,1.00,Fermi-GBM Ground-calculated Coordinates. Bright hard burst in the GBM. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(4.0<100sec) coincident with the CALET_GBM event (trignum=1329304902). http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_666962499.fits
666962499,22/02/19,11:21:34.10,GBM Ground Position,42.810,+8.340,1.20,Fermi-GBM Ground-calculated Coordinates. Bright hard burst in the GBM. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(4.0<100sec) coincident with the CALET_GBM event (trignum=1329304902). http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_666962499.fits
666962499,22/02/19,11:21:34.10,GBM Flight Position,44.633,+5.700,4.10,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 154.75,-18.13 [deg]. The LC_URL file will not be created until ~15 min after the trigger. NOTE: This GBM event is temporally(4.0<100sec) coincident with the CALET_GBM event (trignum=1329304902)."
666962499,22/02/19,11:21:34.10,GBM Flight Position,44.600,+5.833,4.82,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 154.75,-18.13 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
666956292,22/02/19,09:38:07.41,GBM Flight Position,67.283,-74.217,19.25,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 150.93,-6.22 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
666908238,22/02/18,20:17:13.33,GBM Flight Position,244.233,-47.483,34.93,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 200.58,16.43 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
666908238,22/02/18,20:17:13.33,GBM Flight Position,352.383,-77.000,32.05,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 200.58,16.43 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
666638564,22/02/15,17:22:39.54,GBM Flight Position,130.867,+72.900,28.85,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 170.45,-22.37 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
666638564,22/02/15,17:22:39.54,GBM Flight Position,193.467,+60.500,36.58,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 170.45,-22.37 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
666549452,22/02/14,16:37:27.77,GBM Flight Position,9.183,+25.483,35.32,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 320.00,24.12 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
666489765,22/02/14,00:02:40.61,GBM Final Position,125.920,+16.720,3.91,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB.
666489765,22/02/14,00:02:40.61,GBM Ground Position,122.940,+20.170,3.51,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_666489765.fits
666489765,22/02/14,00:02:40.61,GBM Ground Position,128.170,+16.140,5.74,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_666489765.fits
666489765,22/02/14,00:02:40.61,GBM Flight Position,123.067,+6.667,9.27,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 47.73,-25.32 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
666489765,22/02/14,00:02:40.61,GBM Flight Position,106.983,+39.317,24.13,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 47.73,-25.32 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
666393834,22/02/12,21:23:49.68,GBM Final Position,246.640,-51.440,14.15,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
666393834,22/02/12,21:23:49.68,GBM Final Position,84.670,-8.060,96.84,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Short GRB.
666393834,22/02/12,21:23:49.68,GBM Flight Position,323.733,+43.317,34.93,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 163.30,-12.97 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
666309709,22/02/11,22:01:44.63,GBM Flight Position,116.983,-63.800,5.33,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 245.60,21.35 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
666309709,22/02/11,22:01:44.63,GBM Flight Position,116.500,-63.267,7.03,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 245.60,21.35 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
666287193,22/02/11,15:46:28.96,GBM Final Position,3.800,+46.230,7.02,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Long GRB.
666287193,22/02/11,15:46:28.96,GBM Ground Position,1.490,+43.980,6.10,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_666287193.fits
666287193,22/02/11,15:46:28.96,GBM Ground Position,350.850,+55.530,13.03,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_666287193.fits
666287193,22/02/11,15:46:28.96,GBM Flight Position,11.000,+49.217,18.50,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 1.42,24.72 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
666287193,22/02/11,15:46:28.96,GBM Flight Position,10.433,+49.117,30.82,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 1.42,24.72 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
666234473,22/02/11,01:07:48.88,GBM Final Position,207.170,+39.970,8.66,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Short GRB.
666234473,22/02/11,01:07:48.88,GBM Ground Position,207.170,+39.970,4.47,Fermi-GBM Ground-calculated Coordinates. Bright hard burst in the GBM. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_666234473.fits
666234473,22/02/11,01:07:48.88,GBM Flight Position,193.183,+43.250,6.73,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 140.38,-4.87 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
666230203,22/02/10,23:56:38.37,GBM Final Position,7.910,+61.530,5.00,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Long GRB. NOTE: This GBM event is temporally(1.0<100sec) coincident with the CALET_GBM event (trignum=1328572556).
666230203,22/02/10,23:56:38.37,GBM Ground Position,328.630,+68.640,3.10,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(1.0<100sec) coincident with the CALET_GBM event (trignum=1328572556). http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_666230203.fits
666230203,22/02/10,23:56:38.37,GBM Ground Position,329.020,+69.670,3.39,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(1.0<100sec) coincident with the CALET_GBM event (trignum=1328572556). http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_666230203.fits
666230203,22/02/10,23:56:38.37,GBM Ground Position,348.040,+65.710,5.51,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. Bright hard burst in the GBM. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_666230203.fits
666230203,22/02/10,23:56:38.37,GBM Flight Position,320.167,+71.833,8.55,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 246.72,24.97 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
666140455,22/02/09,23:00:50.42,GBM Final Position,352.270,+72.020,1.00,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. Bright hard burst in the GBM. This is likely a Long GRB. NOTE: This GBM event is temporally(7.0<100sec) coincident with the CALET_GBM event (trignum=1328482817).
666140455,22/02/09,23:00:50.42,GBM Ground Position,355.860,+71.680,1.17,Fermi-GBM Ground-calculated Coordinates. Bright hard burst in the GBM. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(7.0<100sec) coincident with the CALET_GBM event (trignum=1328482817). http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_666140455.fits
666140455,22/02/09,23:00:50.42,GBM Ground Position,354.180,+72.750,1.53,Fermi-GBM Ground-calculated Coordinates. Bright hard burst in the GBM. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(7.0<100sec) coincident with the CALET_GBM event (trignum=1328482817). http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_666140455.fits
666140455,22/02/09,23:00:50.42,GBM Ground Position,356.060,+70.490,5.90,Fermi-GBM Ground-calculated Coordinates. Bright hard burst in the GBM. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(7.0<100sec) coincident with the CALET_GBM event (trignum=1328482817). http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_666140455.fits
666140455,22/02/09,23:00:50.42,GBM Flight Position,15.967,+71.500,6.30,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 5.38,2.63 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
666140455,22/02/09,23:00:50.42,GBM Ground Position,21.390,+66.530,14.50,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_666140455.fits
666140455,22/02/09,23:00:50.42,GBM Flight Position,351.683,+68.867,10.62,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 5.38,2.63 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
666140455,22/02/09,23:00:50.42,GBM Flight Position,44.367,+69.683,27.33,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 5.38,2.63 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
665817350,22/02/06,05:15:45.64,GBM Flight Position,305.200,+29.700,28.88,Fermi-GBM Flight-calculated Coordinates. The LC_URL file will not be created until ~15 min after the trigger.
665610058,22/02/03,19:40:53.38,GBM Flight Position,40.533,-46.700,26.68,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 101.95,3.30 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
665594565,22/02/03,15:22:40.04,GBM Flight Position,252.383,-53.317,9.28,Fermi-GBM Flight-calculated Coordinates. The LC_URL file will not be created until ~15 min after the trigger.
665594565,22/02/03,15:22:40.04,GBM Flight Position,163.350,+75.133,9.47,Fermi-GBM Flight-calculated Coordinates. The LC_URL file will not be created until ~15 min after the trigger.
665560448,22/02/03,05:54:03.47,GBM Flight Position,327.333,-36.800,28.67,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 61.58,-25.12 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
665424680,22/02/01,16:11:15.73,GBM Final Position,14.740,-38.690,4.35,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Long GRB.
665424680,22/02/01,16:11:15.73,GBM Ground Position,11.460,-38.860,2.59,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_665424680.fits
665424680,22/02/01,16:11:15.73,GBM Ground Position,11.390,-38.880,3.37,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_665424680.fits
665424680,22/02/01,16:11:15.73,GBM Ground Position,16.080,-38.940,3.68,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_665424680.fits
665424680,22/02/01,16:11:15.73,GBM Ground Position,14.370,-45.600,9.02,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_665424680.fits
665424680,22/02/01,16:11:15.73,GBM Flight Position,21.300,-42.083,18.27,Fermi-GBM Flight-calculated Coordinates. The LC_URL file will not be created until ~15 min after the trigger.
665424680,22/02/01,16:11:15.73,GBM Flight Position,4.500,-34.367,24.73,Fermi-GBM Flight-calculated Coordinates. The LC_URL file will not be created until ~15 min after the trigger.
665277280,22/01/30,23:14:35.95,GBM Final Position,357.770,-50.860,1.68,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing. NOTE: This GBM event is temporally(87.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=9665).
665300433,22/01/31,05:40:28.51,GBM Final Position,75.620,-24.870,5.15,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Long GRB.
665300433,22/01/31,05:40:28.51,GBM Ground Position,74.910,-24.780,2.51,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_665300433.fits
665300433,22/01/31,05:40:28.51,GBM Ground Position,81.410,-28.050,2.86,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_665300433.fits
665300433,22/01/31,05:40:28.51,GBM Ground Position,82.680,-29.270,4.17,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_665300433.fits
665300433,22/01/31,05:40:28.51,GBM Flight Position,69.983,-27.583,12.98,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 232.02,23.50 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
665300433,22/01/31,05:40:28.51,GBM Ground Position,68.800,-27.360,13.56,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_665300433.fits
665300433,22/01/31,05:40:28.51,GBM Flight Position,75.117,-24.450,21.50,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 232.02,23.50 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
665300433,22/01/31,05:40:28.51,GBM Flight Position,74.667,-24.400,24.95,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 232.02,23.50 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
665182655,22/01/29,20:57:30.41,GBM Final Position,244.350,+2.900,22.48,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Long GRB.
665182655,22/01/29,20:57:30.41,GBM Ground Position,287.660,+4.850,11.61,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_665182655.fits
665182655,22/01/29,20:57:30.41,GBM Flight Position,283.583,+13.200,23.30,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 139.70,-5.42 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
665110910,22/01/29,01:01:45.51,GBM Flight Position,254.317,+49.950,26.73,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 238.83,-7.00 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
665091042,22/01/28,19:30:37.64,GBM Flight Position,277.667,-7.733,34.93,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 148.92,4.43 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664938050,22/01/27,01:00:45.05,GBM Flight Position,39.317,+79.767,27.18,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 138.55,-19.93 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664885461,22/01/26,10:24:16.38,GBM Flight Position,300.867,-25.167,32.65,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 288.22,11.52 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664875088,22/01/26,07:31:23.07,GBM Flight Position,311.517,-24.633,7.42,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 32.25,-15.32 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664875088,22/01/26,07:31:23.07,GBM Flight Position,311.467,-24.717,10.38,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 32.25,-15.32 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664875088,22/01/26,07:31:23.07,GBM Flight Position,11.100,-27.017,33.98,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 32.25,-15.32 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664830086,22/01/25,19:01:21.67,GBM Flight Position,196.417,+80.633,6.08,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 264.58,-24.95 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664830086,22/01/25,19:01:21.67,GBM Flight Position,194.350,+81.183,7.03,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 264.58,-24.95 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664830086,22/01/25,19:01:21.67,GBM Flight Position,192.433,+81.650,9.60,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 264.58,-24.95 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664830086,22/01/25,19:01:21.67,GBM Ground Position,311.260,-71.030,7.18,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_664830086.fits
664830086,22/01/25,19:01:21.67,GBM Flight Position,343.433,-68.633,20.57,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 264.58,-24.95 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664808967,22/01/25,13:09:22.26,GBM Flight Position,204.417,+42.067,25.93,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 102.50,1.70 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664808967,22/01/25,13:09:22.26,GBM Flight Position,326.983,+31.217,33.10,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 102.50,1.70 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664738369,22/01/24,17:32:44.36,GBM Ground Position,234.180,-46.640,5.08,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_664738369.fits
664738369,22/01/24,17:32:44.36,GBM Flight Position,237.900,-47.500,20.12,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 263.90,-18.60 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664681625,22/01/24,01:47:00.03,GBM Final Position,274.510,-66.170,3.25,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
664383857,22/01/20,15:04:12.63,GBM Flight Position,352.950,+66.483,50.00,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 278.92,4.55 [deg]. WARNING: This Notice was received with a negative intensity field -- INTEN was set to 0. The LC_URL file will not be created until ~15 min after the trigger."
664383120,22/01/20,14:51:55.92,GBM Final Position,249.740,-45.550,8.40,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB.
664383120,22/01/20,14:51:55.92,GBM Ground Position,253.280,-42.360,5.63,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_664383120.fits
664383120,22/01/20,14:51:55.92,GBM Flight Position,237.083,-39.983,9.98,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 237.32,21.33 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664361143,22/01/20,08:45:38.85,GBM Flight Position,146.533,+59.333,30.62,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 21.22,1.88 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664361143,22/01/20,08:45:38.85,GBM Flight Position,320.467,+62.200,50.00,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 21.22,1.88 [deg]. WARNING: This Notice was received with a negative intensity field -- INTEN was set to 0. The LC_URL file will not be created until ~15 min after the trigger."
664350846,22/01/20,05:54:01.09,GBM Flight Position,297.083,-24.017,5.20,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 132.33,-23.25 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664350846,22/01/20,05:54:01.09,GBM Flight Position,302.667,-22.050,6.92,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 132.33,-23.25 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
