GRBName,Trig_no,healpix,locmap
bn220429306,672909639,2048,2048
bn220430228,672989302,2048,2048
bn220430823,673040746,2048,2048
bn220430900,673047364,0,0
bn220501344,673085747,2048,2048
bn220501828,673127515,0,0
bn220503065,673234430,2048,2048
bn220503557,673276911,2048,2048
bn220504011,673316147,2048,2048
bn220504172,673330046,2048,2048
bn220505552,673449323,2048,2048
bn220506826,673559372,2048,2048
bn220507092,673582329,2048,2048
bn220507423,673610950,0,0
bn220507629,673628771,2048,2048
bn220508517,673705483,2048,2048
bn220508817,673731362,2048,2048
bn220508939,673741974,0,0
bn220510147,673846271,0,0
bn220511571,673969321,0,0
bn220511843,673992824,2048,2048
bn220512211,674024640,0,0
bn220512789,674074578,2048,2048
bn220513626,674146905,2048,2048
bn220513865,674167573,0,0
bn220514517,674223877,0,0
bn220515000,674265624,2048,2048
bn220516525,674397342,0,0
bn220518717,674586717,0,0
bn220519421,674647608,2048,2048
bn220519495,674653979,2048,2048
bn220520007,674698185,2048,2048
bn220520322,674725383,2048,2048
bn220520520,674742516,2048,2048
bn220520923,674777393,2048,2048
bn220521972,674868026,0,0
bn220521981,674868783,0,2048
bn220522110,674879945,0,0
bn220523103,674965724,2048,2048
bn220523175,674971894,0,0
bn220523365,674988350,2048,2048
bn220523558,675005053,0,0
bn220525008,675130259,0,0
bn220525761,675195372,2048,2048
bn220526200,675233262,2048,2048
bn220526568,675265117,2048,2048
bn220527387,675335840,0,0
bn220528259,675411172,0,0
bn220528583,675439174,2048,2048
bn220530248,675583043,2048,2048
bn220530465,675601803,0,0
bn220531806,675717628,2048,2048
bn220603728,675970101,2048,2048
bn220603992,675992935,0,0
bn220604515,676038066,2048,2048
bn220606025,676168544,0,0
bn220606044,676170213,0,0
bn220606558,676214638,2048,2048
bn220606609,676219002,2048,2048
bn220606952,676248628,2048,2048
bn220608211,676357429,0,0
bn220608317,676366592,2048,2048
bn220609063,676431059,0,0
bn220609520,676470506,2048,2048
bn220609685,676484777,2048,2048
bn220610295,676537486,0,0
bn220610906,676590281,0,2048
bn220613395,676805294,0,0
bn220614595,676909037,2048,2048
bn220616162,677044360,2048,2048
bn220617036,677119905,2048,2048
bn220617181,677132472,2048,2048
bn220617673,677174940,0,0
bn220617772,677183477,0,0
bn220618382,677236224,0,0
bn220618761,677268939,0,0
bn220619154,677302921,2048,2048
bn220619207,677307509,0,0
bn220620016,677377371,0,0
bn220620064,677381531,0,0
bn220620261,677398590,0,0
bn220620614,677429052,2048,2048
bn220621326,677490558,2048,2048
bn220622088,677556391,2048,2048
bn220622394,677582837,0,0
bn220622561,677597318,2048,2048
bn220623649,677691241,0,0
bn220624124,677732320,0,0
bn220624316,677748901,0,0
bn220624431,677758829,0,0
bn220625785,677875830,2048,2048
bn220625879,677883947,2048,2048
bn220626238,677914988,2048,2048
bn220626269,677917608,2048,2048
bn220626590,677945385,2048,2048
bn220626948,677976277,2048,2048
bn220627890,678057665,0,0
bn220627901,678058621,0,0
bn220628505,678110815,2048,2048
bn220701970,678410179,2048,2048
bn220704026,678587892,2048,2048
bn220704208,678603594,2048,2048
bn220704307,678612124,2048,2048
bn220704377,678618142,2048,2048
bn220704448,678624273,2048,2048
bn220704575,678635286,0,0
bn220705282,678696358,0,0
bn220706006,678758896,2048,2048
bn220708338,678960386,2048,2048
bn220709877,679093354,2048,2048
bn220711279,679214472,0,0
bn220711675,679248723,0,0
bn220711761,679256193,0,0
bn220712161,679290722,2048,2048
bn220712404,679311681,2048,2048
bn220712579,679326801,2048,2048
bn220713305,679389559,2048,2048
bn220713691,679422947,0,0
bn220714582,679499891,0,0
bn220714906,679527901,2048,2048
bn220715368,679567785,0,0
bn220715625,679590040,2048,2048
bn220715691,679595675,0,0
bn220715760,679601710,2048,2048
bn220715934,679616687,0,0
bn220715964,679619319,2048,2048
bn220716518,679667144,2048,2048
bn220716546,679669575,2048,2048
bn220716616,679675647,2048,2048
bn220717796,679777620,2048,2048
bn220719587,679932336,0,0
bn220721021,680056230,0,0
bn220721255,680076398,2048,2048
bn220721924,680134230,2048,2048
bn220721987,680139678,2048,2048
bn220722175,680155909,2048,2048
bn220722953,680223119,2048,2048
bn220723610,680279937,2048,2048
bn220724261,680336129,2048,2048
bn220724988,680398988,0,0
bn220725244,680421061,0,0
bn220725563,680448680,0,0
bn220726405,680521372,0,0
bn220727192,680589392,0,0
bn220728681,680718044,0,2048
bn220729429,680782656,0,0
bn220730659,680888940,0,0
bn220731690,680977982,2048,2048
bn220803402,681212354,2048,2048
bn220804089,681271717,0,0
bn220807287,681547990,2048,2048
bn220807581,681573391,0,0
bn220807623,681577063,2048,2048
bn220808267,681632663,2048,2048
bn220808277,681633544,2048,2048
bn220808614,681662640,2048,2048
bn220809199,681713237,2048,2048
bn220809210,681714173,2048,2048
bn220809267,681719116,2048,2048
bn220809534,681742135,2048,2048
bn220810189,681798773,2048,2048
bn220810258,681804726,2048,2048
bn220810925,681862337,2048,2048
bn220810948,681864307,2048,2048
bn220810969,681866147,0,0
bn220811249,681890304,2048,2048
bn220811515,681913267,2048,2048
bn220811687,681928135,2048,2048
bn220812505,681998863,2048,2048
bn220814583,682178357,2048,2048
bn220815608,682266901,2048,2048
bn220815910,682293033,2048,2048
bn220816006,682301317,2048,2048
bn220816888,682377566,2048,2048
bn220817023,682389206,2048,2048
bn220817344,682416952,2048,2048
bn220817949,682469217,2048,2048
bn220818119,682483900,2048,2048
bn220818422,682510105,2048,2048
bn220818583,682523974,2048,2048
bn220818938,682554691,2048,2048
bn220819013,682561149,2048,2048
bn220819298,682585731,2048,2048
bn220819956,682642573,2048,2048
bn220820098,682654894,2048,2048
bn220820236,682666793,2048,2048
bn220821279,682756902,2048,2048
bn220821296,682758340,0,0
bn220821349,682762964,2048,2048
bn220823145,682918137,0,0
bn220823618,682959038,0,0
bn220825082,683085473,0,0
bn220825861,683152759,2048,2048
bn220826059,683169890,0,0
bn220826130,683176052,2048,2048
bn220826218,683183601,0,0
bn220826431,683202084,0,0
bn220826497,683207727,0,0
bn220826509,683208821,2048,2048
bn220827173,683266165,2048,2048
bn220827257,683273368,2048,2048
bn220827639,683306401,2048,2048
bn220827661,683308350,2048,2048
bn220827687,683310523,2048,2048
bn220827896,683328608,0,0
bn220828190,683354003,2048,2048
bn220828664,683394963,2048,2048
bn220828983,683422505,2048,2048
bn220829610,683476673,0,0
bn220829681,683482851,2048,2048
bn220829877,683499781,2048,2048
bn220830319,683537972,0,0
bn220830709,683571622,0,0
bn220831550,683644301,0,0
bn220831581,683646997,0,0
bn220831664,683654200,0,0
bn220901033,683686068,2048,2048
bn220902438,683807405,0,0
bn220903125,683866843,0,0
bn220903511,683900183,0,0
bn220903773,683922802,2048,2048
bn220903970,683939809,2048,2048
bn220904004,683942764,2048,2048
bn220904768,684008763,2048,2048
bn220904924,684022253,2048,2048
bn220904994,684028254,2048,2048
bn220905064,684034377,2048,2048
bn220905121,684039277,2048,2048
bn220905433,684066232,0,0
bn220905478,684070128,0,0
bn220905985,684113873,2048,2048
bn220906021,684117045,2048,2048
bn220906529,684160923,2048,2048
bn220906904,684193330,2048,2048
bn220907587,684252331,0,0
bn220907855,684275510,2048,2048
bn220907896,684279005,2048,2048
bn220908575,684337709,2048,2048
bn220909286,684399138,0,0
bn220910627,684514982,0,0
bn220912035,684636626,0,0
bn220912963,684716840,0,0
bn220915022,684894705,0,0
bn220915218,684911625,0,0
bn220915400,684927323,0,0
bn220916090,684987021,2048,2048
bn220916408,685014472,2048,2048
bn220916660,685036232,2048,2048
bn220917378,685098275,2048,2048
bn220917614,685118670,0,0
bn220917858,685139707,2048,2048
bn220918542,685198838,2048,2048
bn220918676,685210410,2048,2048
bn220918925,685231890,2048,2048
bn220919102,685247221,2048,2048
bn220919851,685311907,2048,2048
bn220921462,685451164,0,0
bn220921473,685452089,0,0
bn220921976,685495534,2048,2048
bn220923481,685625547,2048,2048
bn220924352,685700834,2048,2048
bn220924906,685748699,0,0
bn220925462,685796761,0,0
bn220927234,685949785,0,0
bn220927869,686004674,2048,2048
bn220929497,686145303,2048,2048
bn220930678,686247344,2048,2048
bn220930731,686251930,2048,2048
bn221001560,686323584,2048,2048
bn221001752,686340140,2048,2048
bn221001869,686350260,0,2048
bn221002482,686403226,0,0
bn221002582,686411915,2048,2048
bn221002845,686434619,2048,2048
bn221002852,686435254,2048,2048
bn221003453,686487161,2048,2048
bn221004355,686565116,2048,2048
bn221004622,686588176,0,0
bn221006336,686736241,2048,2048
bn221006730,686770317,2048,2048
bn221006760,686772826,2048,2048
bn221006827,686778637,2048,2048
bn221008246,686901287,2048,2048
bn221008888,686956771,2048,2048
bn221008958,686962750,2048,2048
bn221008989,686965494,2048,2048
bn221009553,687014224,0,0
None,687017830,None,None
bn221010283,687077239,2048,2048
bn221010806,687122426,2048,2048
bn221010971,687136731,2048,2048
bn221011327,687167452,2048,2048
bn221011445,687177681,2048,2048
bn221011452,687178284,0,0
bn221011591,687190301,0,0
bn221011762,687205006,2048,2048
bn221012533,687271629,0,0
bn221012599,687277371,2048,2048
bn221012635,687280449,0,0
bn221012646,687281393,0,0
bn221012667,687283253,2048,2048
bn221012674,687283880,2048,2048
bn221012736,687289171,2048,2048
bn221012906,687303863,0,0
bn221012977,687310007,0,0
bn221013029,687314545,0,0
bn221013100,687320613,0,0
bn221013295,687337536,2048,2048
bn221013304,687338292,2048,2048
bn221013334,687340841,0,0
bn221013376,687344475,0,0
bn221013391,687345829,0,0
bn221013599,687363763,0,2048
bn221013646,687367836,0,2048
bn221013862,687386508,0,0
bn221014021,687400191,0,0
bn221014098,687406838,0,0
bn221014163,687412484,2048,2048
bn221014238,687418940,2048,2048
bn221014300,687424353,0,0
bn221014309,687425087,0,0
bn221014437,687436124,2048,2048
bn221014487,687440524,0,2048
bn221014499,687441525,2048,2048
bn221014556,687446436,2048,2048
bn221014579,687448456,0,0
bn221014685,687457567,2048,2048
bn221014704,687459230,2048,2048
bn221014711,687459861,2048,2048
bn221014719,687460494,0,0
bn221016776,687638286,2048,2048
bn221016986,687656367,0,0
bn221017469,687698087,2048,2048
bn221017553,687705349,2048,2048
bn221017563,687706264,2048,2048
bn221017679,687716304,2048,2048
bn221017691,687717343,2048,2048
bn221018459,687783632,0,0
bn221020008,687917507,2048,2048
bn221020225,687936237,0,2048
bn221021388,688036710,0,0
bn221022612,688142511,0,0
bn221022815,688160018,0,0
bn221022955,688172153,0,0
bn221023281,688200292,2048,2048
bn221024332,688291105,2048,2048
bn221025040,688352303,0,0
bn221025954,688431261,0,0
bn221027173,688536579,0,0
bn221027792,688590056,2048,2048
bn221029045,688698332,0,0
bn221029511,688738532,2048,2048
bn221101939,689034750,2048,2048
bn221103285,689151023,0,0
bn221104291,689237921,0,0
bn221104472,689253589,0,0
bn221105370,689331207,2048,2048
bn221106272,689409092,2048,2048
bn221107003,689472297,2048,2048
bn221107058,689476977,0,0
bn221108472,689599178,0,0
bn221109533,689690844,0,0
bn221109606,689697195,0,0
bn221109671,689702773,2048,2048
bn221109733,689708154,2048,2048
bn221109740,689708783,2048,2048
bn221110235,689751537,2048,2048
bn221110377,689763818,2048,2048
bn221110619,689784662,0,0
bn221110718,689793280,2048,2048
bn221110989,689816630,2048,2048
bn221111246,689838872,2048,2048
bn221111298,689843376,2048,2048
bn221111380,689850406,2048,2048
bn221111482,689859235,2048,2048
bn221111576,689867356,2048,2048
bn221111775,689884560,2048,2048
bn221112263,689926689,0,0
bn221112751,689968930,2048,2048
bn221114541,690123516,0,0
bn221114616,690130003,2048,2048
bn221114697,690137039,2048,2048
bn221114877,690152589,0,2048
bn221115018,690164733,0,0
bn221115118,690173417,2048,2048
bn221115874,690238723,0,0
bn221118103,690431336,2048,2048
bn221118515,690466881,2048,2048
bn221118575,690472104,0,0
bn221119537,690555231,2048,2048
bn221119627,690562978,0,0
bn221119780,690576160,2048,2048
bn221119912,690587618,2048,2048
bn221120087,690602705,0,2048
bn221120895,690672572,0,0
bn221121274,690705294,0,31744
bn221125956,691109762,2048,2048
bn221126547,691160854,0,0
bn221127352,691230435,0,0
bn221127794,691268614,2048,2048
bn221128178,691301743,2048,2048
bn221129167,691387211,2048,2048
bn221129787,691440805,2048,2048
bn221130196,691476131,2048,2048
bn221130867,691534074,2048,2048
bn221201517,691590290,31744,0
bn221202388,691665489,2048,2048
bn221202773,691698808,2048,2048
bn221202904,691710117,0,0
bn221203537,691764784,0,0
bn221203575,691768073,2048,2048
bn221203886,691794987,0,0
bn221204313,691831867,2048,2048
bn221204968,691888418,2048,2048
bn221205022,691893121,0,0
bn221205038,691894528,2048,2048
bn221206464,692017652,0,0
bn221206516,692022172,0,0
bn221206544,692024623,2048,2048
bn221206586,692028269,0,2048
bn221206774,692044444,2048,2048
bn221207040,692067502,2048,2048
bn221207794,692132591,2048,2048
bn221207939,692145110,2048,2048
bn221209243,692257829,0,0
bn221209527,692282347,2048,2048
bn221209877,692312612,0,0
bn221210108,692332543,0,0
bn221210909,692401756,2048,2048
bn221211274,692433298,0,0
bn221212278,692520064,0,0
bn221212368,692527826,2048,2048
bn221213290,692607435,0,31744
bn221214088,692676423,2048,2048
bn221214520,692713692,2048,2048
bn221214540,692715482,2048,2048
bn221214610,692721536,2048,2048
bn221214798,692737751,2048,2048
bn221214989,692754243,2048,2048
bn221215066,692760884,0,31744
bn221215177,692770472,0,31744
bn221215673,692813379,0,0
bn221216068,692847514,2048,2048
bn221216430,692878723,2048,2048
bn221216473,692882483,0,0
bn221216796,692910357,2048,2048
bn221216827,692913069,2048,2048
bn221216847,692914822,2048,2048
bn221216901,692919431,2048,2048
bn221216915,692920680,2048,2048
bn221217243,692949022,2048,2048
bn221217824,692999179,2048,2048
bn221218046,693018405,2048,2048
bn221219680,693159549,2048,2048
bn221220340,693216594,2048,2048
bn221221915,693352668,0,31744
bn221221944,693355175,31744,0
bn221222248,693381437,2048,2048
bn221222650,693416142,2048,2048
bn221223190,693462841,2048,2048
bn221223237,693466896,2048,2048
bn221223569,693495580,2048,2048
bn221223637,693501467,2048,2048
bn221223997,693532571,0,31744
bn221224174,693547836,2048,2048
bn221224228,693552502,2048,2048
bn221225291,693644339,2048,2048
bn221226424,693742218,2048,2048
bn221226698,693765872,0,31744
bn221226871,693780865,2048,2048
bn221226945,693787285,0,31744
bn221227530,693837802,2048,2048
bn221227729,693854957,2048,2048
bn221227858,693866139,2048,2048
bn221228204,693895999,0,0
bn221229206,693982627,2048,2048
bn221229905,694043024,0,0
bn221230220,694070251,2048,2048
bn221230798,694120120,2048,2048
bn221231419,694173841,2048,2048
bn221231907,694215970,0,0
bn230101095,694232203,0,31744
bn230101411,694259491,2048,2048
bn230101903,694302022,2048,2048
bn230102015,694311737,31744,0
bn230102401,694345028,2048,2048
bn230103268,694419967,2048,2048
bn230103836,694469017,2048,2048
bn230105440,694607598,2048,2048
bn230106038,694659297,2048,2048
bn230106783,694723647,2048,2048
bn230107032,694745157,2048,2048
bn230109088,694922786,2048,2048
bn230109554,694963111,2048,2048
bn230110009,695002405,2048,2048
bn230110092,695009593,2048,2048
bn230110108,695010977,2048,2048
bn230110461,695041471,2048,2048
bn230110615,695054778,2048,2048
bn230110649,695057654,0,0
bn230110741,695065655,2048,2048
bn230110824,695072776,2048,2048
bn230110892,695078689,2048,2048
bn230110948,695083522,2048,2048
bn230111078,695094786,2048,2048
bn230111190,695104438,2048,2048
bn230111356,695118728,2048,2048
bn230111797,695156867,0,0
bn230112152,695187553,2048,2048
bn230112342,695203957,0,0
bn230112829,695246032,0,0
bn230112854,695248186,2048,2048
bn230114532,695393160,2048,2048
bn230114708,695408358,0,0
bn230114834,695419294,2048,2048
bn230114841,695419893,2048,2048
bn230115621,695487238,2048,2048
bn230115891,695510598,2048,2048
bn230116156,695533453,2048,2048
bn230116205,695537679,0,0
bn230116374,695552351,0,0
bn230116575,695569700,0,0
bn230117211,695624649,0,0
bn230117229,695626213,2048,2048
bn230118069,695698802,2048,2048
bn230118160,695706586,2048,2048
bn230118864,695767486,0,2048
bn230118996,695778855,0,0
bn230119558,695827421,0,0
bn230119980,695863870,2048,2048
bn230120335,695894524,2048,2048
bn230120539,695912164,2048,2048
bn230124369,696243121,2048,2048
bn230124638,696266331,0,0
bn230124869,696286322,2048,2048
bn230125156,696311097,2048,2048
bn230125207,696315524,2048,2048
bn230125409,696332948,2048,2048
bn230125528,696343196,2048,2048
bn230125937,696378557,2048,2048
bn230126542,696430809,2048,2048
bn230126764,696450049,0,0
bn230128950,696638874,0,0
bn230129246,696664435,0,0
bn230129254,696665126,0,2048
bn230129542,696690031,0,0
bn230129721,696705510,2048,2048
bn230130204,696747233,0,0
bn230201060,696907589,0,0
bn230201236,696922778,0,0
bn230201759,696968020,2048,2048
bn230201831,696974213,0,0
bn230202141,697000988,2048,2048
bn230203275,697098930,0,0
bn230204473,697202478,2048,2048
bn230204547,697208885,0,0
bn230204906,697239872,0,0
bn230206376,697366890,2048,2048
bn230206723,697396830,0,0
bn230206797,697403223,0,0
bn230207021,697422649,0,0
bn230207835,697492970,2048,2048
bn230207962,697503924,2048,2048
bn230208382,697540213,0,0
bn230209132,697605025,2048,2048
bn230209187,697609725,0,0
bn230209261,697616183,2048,2048
bn230209271,697616995,2048,2048
bn230209939,697674761,0,0
bn230209983,697678542,0,0
bn230210176,697695249,2048,2048
bn230210204,697697641,2048,2048
bn230210260,697702451,0,2048
bn230210337,697709109,2048,2048
bn230210364,697711450,2048,2048
bn230211656,697823101,2048,2048
bn230211733,697829776,0,0
bn230212157,697866370,2048,2048
bn230212597,697904388,0,0
bn230212650,697908931,2048,2048
bn230212847,697926015,0,0
bn230212974,697936953,2048,2048
bn230214084,698032852,2048,2048
bn230214505,698069222,2048,2048
bn230215612,698164883,0,0
bn230216447,698237003,2048,2048
bn230217562,698333331,2048,2048
bn230217833,698356786,2048,2048
bn230217875,698360388,2048,2048
bn230217912,698363595,0,0
bn230218466,698411492,2048,2048
bn230218657,698427992,0,0
bn230218773,698438014,2048,2048
bn230218873,698446674,2048,2048
bn230218930,698451553,2048,2048
bn230219167,698472046,2048,2048
bn230220621,698597701,2048,2048
bn230220892,698621110,0,0
bn230221088,698637979,2048,2048
bn230222404,698751714,0,0
bn230223197,698820191,2048,2048
bn230223259,698825586,2048,2048
bn230223325,698831260,2048,2048
bn230223340,698832548,2048,2048
bn230223997,698889306,0,0
bn230224624,698943479,2048,2048
bn230224718,698951634,2048,2048
bn230224899,698967306,2048,2048
bn230225141,698988164,0,0
bn230225180,698991519,2048,2048
bn230225460,699015783,0,0
bn230225618,699029364,0,0
bn230227194,699165562,2048,2048
bn230227432,699186128,0,0
bn230227519,699193674,2048,2048
bn230227526,699194291,2048,2048
bn230227591,699199888,2048,2048
bn230227660,699205802,2048,2048
bn230227687,699208156,2048,2048
bn230227716,699210658,2048,2048
bn230228174,699250271,2048,2048
bn230228185,699251184,2048,2048
bn230228244,699256256,2048,0
bn230228431,699272439,2048,2048
bn230228689,699294715,2048,2048
bn230228885,699311646,2048,2048
bn230301167,699335994,2048,2048
bn230301278,699345615,0,0
bn230301687,699380928,0,0
bn230302065,699413631,2048,2048
bn230302197,699425036,2048,2048
bn230302317,699435431,2048,2048
bn230302335,699436938,2048,2048
bn230303743,699558607,2048,2048
bn230304074,699587199,2048,2048
bn230304101,699589503,2048,2048
bn230304265,699603659,0,0
bn230304298,699606557,2048,2048
bn230304569,699629971,2048,2048
bn230304608,699633354,0,0
bn230304624,699634754,0,0
bn230304658,699637652,2048,2048
bn230304918,699660104,0,0
bn230305052,699671720,2048,0
bn230305117,699677289,2048,2048
bn230305561,699715712,2048,2048
bn230305570,699716434,0,0
bn230305582,699717467,2048,2048
bn230306096,699761910,2048,2048
bn230306107,699762869,2048,2048
bn230306673,699811746,2048,2048
bn230307168,699854530,2048,2048
bn230307656,699896651,0,0
bn230308564,699975152,0,0
bn230308946,700008104,2048,2048
bn230310031,700101906,0,0
bn230312037,700275220,2048,2048
bn230312255,700294034,2048,2048
bn230312812,700342178,2048,2048
bn230313485,700400328,0,0
bn230314119,700455089,0,0
bn230316546,700664795,0,0
bn230317143,700716348,2048,2048
bn230317252,700725753,2048,2048
bn230318300,700816327,2048,2048
bn230319054,700881501,2048,2048
bn230319094,700884884,2048,2048
bn230319164,700890945,2048,2048
bn230320150,700976129,0,0
bn230320884,701039550,0,0
bn230320949,701045171,0,2048
bn230321100,701058254,0,0
bn230321182,701065308,0,0
bn230321259,701071944,2048,2048
bn230322197,701153046,2048,2048
bn230322873,701211466,0,0
bn230323340,701251814,2048,2048
bn230323413,701258059,2048,2048
bn230324049,701313046,0,0
bn230324149,701321709,2048,2048
bn230324184,701324715,2048,2048
bn230324243,701329776,2048,2048
bn230325748,701459815,2048,2048
bn230326224,701500953,2048,2048
bn230327941,701649268,2048,2048
bn230328204,701672043,2048,2048
bn230328582,701704709,0,0
bn230328621,701708092,0,0
bn230329019,701742404,2048,2048
bn230329986,701825995,2048,2048
bn230330018,701828769,0,0
bn230330191,701843674,0,0
bn230330654,701883729,2048,2048
bn230330665,701884653,2048,2048
bn230330841,701899826,2048,2048
bn230330966,701910656,2048,2048
bn230331109,701923046,2048,2048
bn230331173,701928594,2048,2048
bn230331870,701988732,2048,2048
bn230331948,701995499,2048,2048
bn230401091,702007887,2048,2048
bn230402135,702098092,2048,2048
bn230402314,702113560,0,0
bn230403896,702250183,2048,2048
bn230403965,702256187,2048,2048
bn230404958,702342012,0,0
bn230404996,702345278,2048,2048
bn230405627,702399789,0,0
bn230405716,702407452,2048,2048
bn230405832,702417488,0,0
bn230408607,702657214,2048,2048
bn230409033,702694098,0,0
bn230409626,702745263,0,0
bn230409785,702759044,2048,2048
bn230409936,702772070,0,0
bn230410218,702796470,2048,2048
bn230410476,702818765,0,0
bn230410576,702827337,2048,2048
bn230411428,702900959,2048,2048
bn230413444,703075185,2048,2048
bn230413676,703095193,2048,2048
bn230414334,703152053,0,0
bn230414976,703207542,2048,2048
bn230415127,703220594,2048,2048
bn230415223,703228915,2048,2048
bn230415867,703284533,0,0
bn230417273,703405961,2048,2048
bn230417860,703456681,2048,2048
bn230418228,703488537,2048,2048
bn230418883,703545098,2048,0
bn230419477,703596451,2048,2048
bn230419568,703604268,0,2048
bn230420570,703690888,2048,2048
bn230420691,703701271,2048,2048
bn230421405,703762971,0,0
bn230421680,703786765,2048,2048
bn230423277,703924744,2048,2048
bn230423898,703978384,2048,2048
bn230423964,703984086,2048,2048
bn230423971,703984685,2048,2048
bn230424040,703990627,2048,2048
bn230424184,704003110,2048,2048
bn230424321,704014939,2048,2048
bn230424394,704021207,0,0
bn230424465,704027358,2048,2048
bn230424501,704030454,2048,2048
bn230424668,704044879,2048,2048
bn230424961,704070203,2048,2048
bn230425046,704077571,2048,2048
bn230425230,704093444,2048,2048
bn230425635,704128452,2048,2048
bn230426853,704233744,0,0
bn230427467,704286742,2048,2048
bn230428381,704365743,0,2048
bn230429959,704502072,2048,2048
bn230430196,704522559,0,0
bn230430325,704533643,0,0
bn230430368,704537437,2048,2048
bn230501532,704637995,2048,2048
bn230501603,704644140,2048,2048
bn230503393,704798750,2048,2048
bn230503445,704803247,2048,2048
bn230503575,704814448,2048,2048
bn230503847,704837952,0,0
bn230504121,704861639,2048,2048
bn230506214,705042501,0,0
bn230506448,705062736,2048,2048
bn230506715,705085761,0,0
bn230507604,705162566,2048,2048
bn230507862,705184896,2048,2048
bn230508350,705227010,2048,2048
bn230508390,705230535,2048,2048
bn230508596,705248257,2048,2048
bn230508672,705254856,2048,2048
bn230508888,705273571,2048,2048
bn230509160,705297025,2048,2048
bn230509259,705305580,2048,2048
bn230509380,705316030,2048,2048
bn230509584,705333663,2048,2048
bn230509779,705350546,2048,2048
bn230509864,705357857,2048,2048
bn230510133,705381054,0,31744
bn230510503,705413051,0,0
bn230510890,705446499,0,0
bn230511145,705468492,0,0
bn230511469,705496510,0,0
bn230511548,705503315,0,0
bn230511765,705522070,2048,2048
bn230511945,705537623,0,2048
bn230512269,705565670,0,0
bn230513434,705666332,2048,2048
bn230513929,705709044,0,0
bn230514137,705727070,2048,2048
bn230514183,705731035,2048,2048
bn230514996,705801262,0,0
bn230516743,705952199,0,0
bn230517462,706014351,0,0
bn230518095,706068974,2048,2048
bn230518167,706075227,2048,2048
bn230518848,706134081,2048,2048
bn230518919,706140190,2048,2048
bn230518951,706142972,0,0
bn230519031,706149843,2048,2048
bn230520104,706242565,2048,2048
bn230520312,706260551,2048,2048
bn230520403,706268398,2048,2048
bn230520424,706270246,2048,2048
bn230520624,706287482,2048,2048
bn230520897,706311121,2048,2048
bn230520959,706316484,2048,2048
bn230520966,706317104,0,0
bn230521097,706328428,2048,2048
bn230521133,706331483,2048,2048
bn230521211,706338208,0,0
bn230521282,706344382,2048,2048
bn230521664,706377361,2048,2048
bn230521851,706393569,2048,2048
bn230521873,706395416,2048,2048
bn230521881,706396115,2048,2048
bn230521954,706402402,2048,2048
bn230522591,706457508,2048,2048
bn230522944,706487965,2048,2048
bn230523302,706518860,2048,2048
bn230523371,706524861,2048,2048
bn230523474,706533794,0,0
bn230523509,706536788,2048,2048
bn230523608,706545312,2048,2048
bn230523648,706548816,2048,2048
bn230524239,706599831,0,0
bn230524255,706601200,0,0
bn230524357,706610076,2048,0
bn230524395,706613345,2048,2048
bn230525064,706671121,2048,2048
bn230525449,706704373,0,0
bn230525789,706733806,2048,2048
bn230525821,706736529,2048,2048
bn230526025,706754144,2048,2048
bn230526942,706833384,2048,2048
bn230527290,706863439,0,0
bn230527635,706893277,2048,2048
bn230528007,706925437,2048,2048
bn230529330,707039690,0,0
bn230531518,707228740,2048,2048
bn230601559,707318699,2048,2048
bn230601628,707324640,2048,2048
bn230602111,707366422,2048,2048
bn230603525,707488534,0,0
bn230604742,707593701,2048,2048
bn230605796,707684804,2048,2048
bn230606988,707787798,2048,2048
bn230607769,707855246,2048,2048
bn230608468,707915617,0,0
bn230609609,708014248,2048,2048
bn230610254,708069937,2048,2048
bn230613373,708339390,0,0
bn230613572,708356649,2048,2048
bn230614009,708394340,0,0
bn230614385,708426906,0,0
bn230614424,708430236,0,0
bn230614564,708442352,2048,2048
bn230616224,708585756,2048,2048
bn230617926,708732816,0,2048
bn230618020,708740970,2048,2048
bn230618227,708758776,0,0
bn230619435,708863182,2048,2048
bn230619506,708869329,2048,2048
bn230620706,708973032,2048,2048
bn230621417,709034407,2048,2048
bn230621651,709054645,2048,2048
bn230621990,709083929,0,0
bn230623728,709234094,2048,2048
bn230623782,709238774,2048,2048
bn230625019,709345688,2048,2048
bn230625511,709388171,2048,2048
bn230625767,709410255,0,0
bn230625915,709423083,2048,2048
bn230626292,709455619,2048,2048
bn230626604,709482627,0,0
bn230627633,709571515,2048,2048
bn230628067,709608965,0,0
bn230628233,709623341,2048,2048
bn230628734,709666599,0,0
bn230628849,709676556,0,0
bn230630035,709779038,2048,2048
bn230630357,709806846,2048,2048
bn230630955,709858529,2048,2048
bn230701025,709864601,0,0
bn230701484,709904217,2048,2048
bn230701878,709938257,2048,2048
bn230701928,709942572,2048,2048
bn230701948,709944284,0,0
bn230702347,709978815,2048,2048
bn230702527,709994338,0,0
bn230702933,710029451,2048,2048
bn230702969,710032562,2048,2048
bn230703325,710063283,2048,2048
bn230703954,710117592,0,0
bn230703990,710120768,2048,2048
bn230704821,710192540,0,0
bn230704898,710199156,2048,2048
bn230705443,710246304,2048,2048
bn230705760,710273701,2048,2048
bn230705968,710291672,2048,2048
bn230706235,710314732,2048,2048
bn230707033,710383640,2048,2048
bn230707141,710392976,0,0
bn230707268,710403960,2048,2048
bn230707782,710448385,0,0
bn230709706,710614579,0,0
bn230709735,710617111,0,0
bn230709902,710631570,0,0
bn230709968,710637267,2048,2048
